"Country","Year","Data.Daily cigarettes","Data.Percentage.Male","Data.Percentage.Female","Data.Percentage.Total","Data.Smokers.Total","Data.Smokers.Female","Data.Smokers.Male"
"Micronesia","1998","21.700001","25.1","39.0","11.1","15826","3490","12336"
"Micronesia","1999","21.700001","24.9","38.799999","11.2","15881","3562","12319"
"Micronesia","2000","21.6","24.799999","38.5","11.2","15900","3601","12300"
"Micronesia","2001","21.6","24.700001","38.200001","11.2","15901","3617","12284"
"Micronesia","2002","21.6","24.6","38.0","11.2","15896","3620","12276"
"Micronesia","2003","21.6","24.5","37.799999","11.2","15883","3614","12269"
"Micronesia","2004","21.6","24.4","37.599998","11.1","15870","3601","12268"
"Micronesia","2005","21.6","24.4","37.5","11.1","15849","3584","12264"
"Micronesia","2006","21.6","24.299999","37.400002","11.1","15822","3565","12257"
"Micronesia","2007","21.5","24.299999","37.299999","11.0","15797","3545","12252"
"Micronesia","2008","21.5","24.299999","37.299999","11.0","15790","3528","12261"
"Micronesia","2009","21.5","24.299999","37.299999","10.9","15813","3517","12297"
"Micronesia","2010","21.4","24.299999","37.299999","10.9","15877","3516","12362"
"Micronesia","2011","21.299999","24.299999","37.299999","10.9","15981","3524","12458"
"Micronesia","2012","21.1","24.299999","37.299999","10.9","16121","3542","12579"
"Moldova","1980","29.9","25.799999","48.700001","6.1999998","757212","98519","658693"
"Moldova","1981","29.4","25.799999","48.799999","6.1999998","766688","98903","667784"
"Moldova","1982","29.1","25.9","49.0","6.1999998","777219","99522","677697"
"Moldova","1983","28.9","26.0","49.200001","6.1999998","787276","100173","687103"
"Moldova","1984","28.799999","26.1","49.400002","6.0999999","795930","100605","695324"
"Moldova","1985","28.700001","26.1","49.400002","6.0999999","801311","100457","700853"
"Moldova","1986","28.700001","26.200001","49.5","6.0","807347","100286","707060"
"Moldova","1987","28.700001","26.200001","49.5","6.0","811933","99858","712075"
"Moldova","1988","28.799999","26.200001","49.599998","5.9000001","815984","99315","716669"
"Moldova","1989","29.0","26.200001","49.700001","5.9000001","820750","98720","722030"
"Moldova","1990","29.1","26.200001","49.700001","5.8000002","823648","97833","725814"
"Moldova","1991","28.799999","25.9","49.099998","5.6999998","816722","95687","721035"
"Moldova","1992","27.799999","25.1","47.799999","5.4000001","796511","91884","704627"
"Moldova","1993","26.9","24.5","46.599998","5.1999998","777849","88303","689546"
"Moldova","1994","25.5","23.6","45.099998","4.9000001","752388","84067","668321"
"Moldova","1995","24.200001","22.9","43.599998","4.6999998","728174","80250","647924"
"Moldova","1996","22.9","22.200001","42.400002","4.5","706937","77131","629806"
"Moldova","1997","22.299999","21.200001","40.5","4.4000001","674159","73807","600352"
"Moldova","1998","21.700001","20.4","38.900002","4.1999998","646167","71326","574840"
"Moldova","1999","21.1","19.799999","37.599998","4.1999998","622925","69521","553403"
"Moldova","2000","20.799999","19.299999","36.700001","4.0999999","606264","68406","537858"
"Moldova","2001","20.9","19.1","36.200001","4.0999999","595579","67810","527769"
"Moldova","2002","21.4","19.0","36.0","4.0999999","589895","67498","522396"
"Moldova","2003","22.299999","19.0","36.0","4.0999999","587244","67260","519984"
"Moldova","2004","23.5","19.200001","36.200001","4.0999999","587556","67215","520341"
"Moldova","2005","24.9","19.4","36.599998","4.1999998","591100","67420","523681"
"Moldova","2006","26.9","19.200001","36.299999","4.0999999","583464","66568","516896"
"Moldova","2007","29.0","19.1","36.099998","4.0999999","577174","66125","511049"
"Moldova","2008","31.200001","19.1","36.200001","4.0999999","575991","66426","509565"
"Moldova","2009","32.900002","19.200001","36.299999","4.1999998","574764","66909","507855"
"Moldova","2010","34.599998","19.4","36.700001","4.3000002","578451","67851","510601"
"Moldova","2011","35.599998","20.1","38.0","4.4000001","594522","69937","524585"
"Moldova","2012","36.299999","20.9","39.400002","4.5999999","611955","72125","539830"
"Mongolia","1980","12.4","20.9","37.700001","4.8000002","198955","23476","175479"
"Mongolia","1981","12.6","20.9","37.799999","4.8000002","205610","24102","181508"
"Mongolia","1982","12.8","21.0","38.0","4.8000002","212887","24826","188062"
"Mongolia","1983","13.0","21.1","38.200001","4.8000002","220500","25614","194886"
"Mongolia","1984","13.2","21.200001","38.400002","4.8000002","228682","26459","202222"
"Mongolia","1985","13.3","21.4","38.599998","4.8000002","237511","27368","210143"
"Mongolia","1986","13.4","21.5","38.900002","4.8000002","247042","28361","218681"
"Mongolia","1987","13.4","21.6","39.099998","4.8000002","257127","29385","227742"
"Mongolia","1988","13.4","21.700001","39.299999","4.8000002","267227","30371","236856"
"Mongolia","1989","13.5","21.799999","39.5","4.8000002","276598","31235","245363"
"Mongolia","1990","13.4","21.9","39.700001","4.8000002","284662","31945","252717"
"Mongolia","1991","13.2","21.9","39.799999","4.8000002","290994","32466","258528"
"Mongolia","1992","12.9","21.9","39.799999","4.8000002","295675","32786","262888"
"Mongolia","1993","12.6","21.9","39.700001","4.6999998","299589","32981","266607"
"Mongolia","1994","12.3","21.9","39.700001","4.6999998","303703","33235","270468"
"Mongolia","1995","12.1","21.9","39.799999","4.6999998","308930","33545","275385"
"Mongolia","1996","12.0","21.9","39.799999","4.6999998","314988","33905","281083"
"Mongolia","1997","11.9","22.1","40.0","4.5999999","322503","34361","288142"
"Mongolia","1998","11.8","22.200001","40.099998","4.5999999","331017","34991","296026"
"Mongolia","1999","11.8","22.299999","40.299999","4.6999998","340402","35795","304607"
"Mongolia","2000","11.8","22.5","40.5","4.6999998","351258","36732","314526"
"Mongolia","2001","11.8","22.6","40.700001","4.6999998","362657","37835","324822"
"Mongolia","2002","11.9","22.700001","40.900002","4.6999998","374772","39160","335611"
"Mongolia","2003","11.9","22.799999","41.099998","4.6999998","387669","40700","346969"
"Mongolia","2004","12.0","22.9","41.5","4.8000002","401521","42398","359123"
"Mongolia","2005","12.2","23.200001","41.799999","4.9000001","415717","44209","371508"
"Mongolia","2006","12.4","23.299999","42.099998","5.0","428699","46391","382308"
"Mongolia","2007","12.7","23.6","42.400002","5.0999999","442436","48754","393681"
"Mongolia","2008","13.0","23.9","43.0","5.3000002","457329","51304","406026"
"Mongolia","2009","13.1","24.200001","43.5","5.5","471754","53915","417840"
"Mongolia","2010","13.3","24.6","44.099998","5.5999999","486670","56230","430440"
"Mongolia","2011","13.6","25.0","44.799999","5.6999998","502588","58658","443930"
"Mongolia","2012","13.9","25.4","45.599998","5.9000001","518930","61124","457807"
"Montenegro","1980","21.6","27.0","35.099998","19.200001","112634","41055","71580"
"Montenegro","1981","21.6","27.0","35.200001","19.200001","114055","41407","72648"
"Montenegro","1982","21.5","27.1","35.299999","19.200001","115675","41904","73771"
"Montenegro","1983","21.4","27.299999","35.5","19.299999","117320","42448","74873"
"Montenegro","1984","21.299999","27.4","35.799999","19.4","118834","42929","75905"
"Montenegro","1985","21.299999","27.5","35.900002","19.4","120098","43321","76777"
"Montenegro","1986","21.4","27.5","35.900002","19.4","121055","43578","77477"
"Montenegro","1987","21.5","27.4","35.799999","19.299999","121753","43716","78037"
"Montenegro","1988","21.6","27.299999","35.700001","19.200001","122263","43807","78456"
"Montenegro","1989","21.799999","27.200001","35.599998","19.1","122668","43919","78749"
"Montenegro","1990","21.9","27.1","35.400002","19.0","123067","44093","78974"
"Montenegro","1991","22.200001","27.0","35.299999","19.0","123755","44404","79351"
"Montenegro","1992","22.6","27.1","35.400002","19.1","124979","44877","80101"
"Montenegro","1993","23.200001","27.299999","35.799999","19.200001","126879","45510","81369"
"Montenegro","1994","23.9","27.5","36.099998","19.299999","128694","46073","82621"
"Montenegro","1995","24.5","27.6","36.400002","19.299999","130178","46530","83649"
"Montenegro","1996","24.9","27.700001","36.5","19.299999","130893","46786","84107"
"Montenegro","1997","25.200001","27.700001","36.5","19.299999","131548","47207","84341"
"Montenegro","1998","25.299999","27.700001","36.5","19.4","132063","47603","84460"
"Montenegro","1999","25.4","27.799999","36.5","19.5","132947","48088","84859"
"Montenegro","2000","25.4","27.799999","36.5","19.6","133565","48484","85081"
"Montenegro","2001","25.299999","27.799999","36.5","19.6","134204","48871","85333"
"Montenegro","2002","25.200001","27.799999","36.400002","19.700001","134833","49219","85614"
"Montenegro","2003","25.0","27.799999","36.299999","19.700001","135437","49531","85906"
"Montenegro","2004","24.799999","27.700001","36.200001","19.799999","135913","49769","86144"
"Montenegro","2005","24.700001","27.700001","36.099998","19.700001","136162","49900","86262"
"Montenegro","2006","24.5","27.5","35.799999","19.700001","135946","49872","86074"
"Montenegro","2007","24.299999","27.299999","35.5","19.6","135271","49691","85580"
"Montenegro","2008","24.1","27.1","35.099998","19.4","134381","49431","84950"
"Montenegro","2009","24.0","26.9","34.900002","19.299999","133913","49283","84630"
"Montenegro","2010","23.9","26.700001","34.599998","19.200001","133572","49185","84387"
"Montenegro","2011","23.700001","26.6","34.400002","19.1","133302","49114","84188"
"Montenegro","2012","23.6","26.5","34.299999","19.1","133211","49099","84112"
"Morocco","1980","22.9","13.5","26.9","0.69999999","1495750","42416","1453334"
"Morocco","1981","22.5","13.5","26.9","0.69999999","1541757","43437","1498320"
"Morocco","1982","22.0","13.5","26.9","0.69999999","1586161","44221","1541941"
"Morocco","1983","21.700001","13.5","26.9","0.69999999","1636254","45096","1591158"
"Morocco","1984","21.299999","13.6","27.0","0.69999999","1688557","45956","1642601"
"Morocco","1985","20.9","13.6","27.0","0.69999999","1740939","46776","1694164"
"Morocco","1986","20.4","13.6","27.0","0.69999999","1792181","47545","1744636"
"Morocco","1987","20.200001","13.7","27.1","0.69999999","1848991","48412","1800579"
"Morocco","1988","19.700001","13.7","27.1","0.69999999","1904643","49313","1855330"
"Morocco","1989","19.200001","13.7","27.200001","0.69999999","1961000","50213","1910787"
"Morocco","1990","18.799999","13.7","27.200001","0.69999999","2016892","51107","1965785"
"Morocco","1991","18.299999","13.7","27.299999","0.69999999","2071669","52007","2019662"
"Morocco","1992","18.0","13.8","27.4","0.69999999","2132519","52879","2079639"
"Morocco","1993","17.9","13.9","27.5","0.69999999","2195434","53740","2141695"
"Morocco","1994","17.6","13.9","27.6","0.69999999","2252821","54362","2198459"
"Morocco","1995","17.6","13.9","27.700001","0.60000002","2317949","55137","2262812"
"Morocco","1996","17.4","13.9","27.700001","0.60000002","2378129","55903","2322226"
"Morocco","1997","17.299999","13.9","27.6","0.60000002","2438089","56745","2381343"
"Morocco","1998","17.1","13.8","27.6","0.60000002","2495176","57456","2437719"
"Morocco","1999","17.0","13.8","27.6","0.60000002","2555184","58263","2496921"
"Morocco","2000","16.9","13.8","27.6","0.60000002","2614765","59213","2555551"
"Morocco","2001","16.799999","13.8","27.5","0.60000002","2660322","60762","2599560"
"Morocco","2002","16.6","13.7","27.5","0.60000002","2707390","62424","2644966"
"Morocco","2003","16.4","13.7","27.5","0.60000002","2750085","64442","2685644"
"Morocco","2004","16.200001","13.6","27.4","0.60000002","2791628","66311","2725317"
"Morocco","2005","15.9","13.6","27.299999","0.60000002","2834802","68429","2766373"
"Morocco","2006","15.6","13.5","27.299999","0.60000002","2876516","70816","2805699"
"Morocco","2007","15.4","13.5","27.200001","0.69999999","2919177","73902","2845275"
"Morocco","2008","15.1","13.5","27.1","0.69999999","2960302","77205","2883098"
"Morocco","2009","14.8","13.4","27.0","0.69999999","3004072","80706","2923366"
"Morocco","2010","14.6","13.4","27.0","0.69999999","3051954","84273","2967681"
"Morocco","2011","14.3","13.4","27.0","0.69999999","3104458","86890","3017568"
"Morocco","2012","14.0","13.5","27.0","0.69999999","3161489","89109","3072380"
"Mozambique","1980","4.3000002","12.3","21.700001","3.5999999","837302","125855","711447"
"Mozambique","1981","4.3000002","12.3","21.6","3.5999999","855124","128816","726308"
"Mozambique","1982","4.1999998","12.2","21.6","3.5999999","871873","131685","740189"
"Mozambique","1983","4.0","12.2","21.5","3.5999999","884355","134115","750240"
"Mozambique","1984","3.8","12.1","21.4","3.5999999","889778","135945","753833"
"Mozambique","1985","3.5999999","12.0","21.299999","3.5999999","886337","136982","749355"
"Mozambique","1986","3.4000001","11.9","21.1","3.5999999","872115","137083","735032"
"Mozambique","1987","3.4000001","11.7","20.9","3.5999999","850479","136614","713865"
"Mozambique","1988","3.4000001","11.5","20.700001","3.5999999","828292","136192","692100"
"Mozambique","1989","3.5","11.4","20.5","3.5","815595","136639","678956"
"Mozambique","1990","3.5999999","11.3","20.4","3.5","818936","138560","680376"
"Mozambique","1991","3.5999999","11.3","20.5","3.5","841507","142293","699214"
"Mozambique","1992","3.5999999","11.3","20.6","3.5","879531","147444","732086"
"Mozambique","1993","3.5","11.3","20.700001","3.5","928052","153786","774265"
"Mozambique","1994","3.5","11.4","20.799999","3.5","977388","160433","816955"
"Mozambique","1995","3.5","11.4","20.799999","3.4000001","1020417","166589","853828"
"Mozambique","1996","3.5","11.4","20.799999","3.5","1056658","172351","884308"
"Mozambique","1997","3.5","11.4","20.700001","3.5","1088527","178078","910450"
"Mozambique","1998","3.5999999","11.4","20.6","3.5","1114324","183156","931169"
"Mozambique","1999","3.7","11.4","20.4","3.5","1137909","187789","950120"
"Mozambique","2000","3.8","11.3","20.299999","3.5","1162287","192157","970130"
"Mozambique","2001","3.9000001","11.3","20.200001","3.5","1189844","196502","993342"
"Mozambique","2002","4.0","11.3","20.200001","3.5","1221017","201064","1019953"
"Mozambique","2003","4.0999999","11.4","20.299999","3.5","1256294","205933","1050362"
"Mozambique","2004","4.1999998","11.5","20.5","3.5","1303126","213253","1089873"
"Mozambique","2005","4.3000002","11.6","20.700001","3.5999999","1350393","220489","1129904"
"Mozambique","2006","4.4000001","11.6","20.6","3.5999999","1380449","224299","1156150"
"Mozambique","2007","4.5","11.5","20.4","3.5","1404073","227386","1176687"
"Mozambique","2008","4.6999998","11.4","20.200001","3.5","1423015","229979","1193035"
"Mozambique","2009","4.9000001","11.3","19.9","3.5","1439937","232116","1207821"
"Mozambique","2010","5.0","11.1","19.6","3.4000001","1457274","234219","1223055"
"Mozambique","2011","5.1999998","11.0","19.4","3.4000001","1478968","237129","1241840"
"Mozambique","2012","5.4000001","11.0","19.4","3.4000001","1515245","241271","1273973"
"Myanmar","1980","27.6","21.5","38.0","6.1999998","4369829","646665","3723164"
"Myanmar","1981","27.6","21.5","38.0","6.0999999","4481313","660068","3821244"
"Myanmar","1982","27.5","21.5","37.900002","6.0999999","4592475","673139","3919336"
"Myanmar","1983","27.299999","21.4","37.900002","6.0","4704617","686174","4018443"
"Myanmar","1984","27.200001","21.299999","37.799999","6.0","4815130","698923","4116208"
"Myanmar","1985","27.0","21.299999","37.700001","5.9000001","4928140","711971","4216168"
"Myanmar","1986","26.9","21.299999","37.700001","5.9000001","5049231","725858","4323372"
"Myanmar","1987","26.9","21.299999","37.799999","5.9000001","5185568","740890","4444677"
"Myanmar","1988","27.200001","21.4","38.0","5.9000001","5349214","759416","4589797"
"Myanmar","1989","27.4","21.5","38.299999","5.9000001","5507901","777269","4730633"
"Myanmar","1990","27.5","21.6","38.400002","5.9000001","5664430","794558","4869873"
"Myanmar","1991","27.6","21.6","38.599998","5.8000002","5824858","812658","5012200"
