total_cup_points,species,owner,country_of_origin,farm_name,company,region,producer,number_of_bags,bag_weight,harvest_year,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
82.67,Arabica,bourbon specialty coffees,Brazil,santa maria,bourbon specialty coffees,monte carmelo,MANOEL CARDOSO AND GALILEO CARDOSO,300,60 kg,2014,Catuai,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10,10,0.12,NA,NA,NA,NA
82.67,Arabica,nitin coffee estate,"Tanzania, United Republic Of",nitin,nitin coffee estate,karatu arusha,Nitin Coffee Estate,93,60 kg,2014,Other,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10,10,0.12,Green,1700,1700,1700
82.67,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",ampcg,taylor winch (t) ltd,mbinga,Taylor Winch (T) ltd,77,60 kg,2014,Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10,10,0.12,Green,1550,1550,1550
82.67,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,伊娜咖啡莊園,宸嶧國際,嘉義阿里山,林道明,10,60 kg,2014,Typica,Washed / Wet,8,7.83,7.83,7.42,7.25,7.25,10,10,0.08,Green,1200,1200,1200
82.67,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los llanitos,productos y servicios chilindron s.a. de c.v.,la yerba,AVELINO CHAVEZ REYNA,11,1 kg,2014,Typica,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10,10,0.11,Green,1296,1296,1296
82.58,Arabica,doi tung development project,Thailand,NA,doi tung development project,thailand,Doi Tung Development Project,1,1 kg,2014,NA,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10,10,0.12,Green,800,800,800
82.58,Arabica,松澤宏樹 koju matsuzawa,Thailand,NA,"coffeas co., ltd",chiangrai,"Coffeas Co., Ltd.",50,20 kg,2014,Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10,10,0.12,Blue-Green,1400,1500,1450
82.58,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",lubanda amcos,tembo coffee company ltd,ikand village,Tembo Coffee Company Ltd,10,60 kg,2014,Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10,10,0.12,NA,1317,1317,1317
82.58,Arabica,dane loraas,Mexico,NA,sustainable harvest,veracruz,Huatusco,320,5 lbs,2014,NA,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,0,Green,NA,NA,NA
82.5,Arabica,doi tung development project,Thailand,NA,doi tung development project,thailand,Doi Tung Development Project,1,1 kg,2014,NA,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,0.12,Green,800,800,800
82.5,Arabica,松澤宏樹 koju matsuzawa,Thailand,NA,"coffeas co., ltd",chiangrai,"Coffeas Co., Ltd.",50,20 kg,2014,Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10,10,0.11,NA,1400,1500,1450
82.5,Arabica,shah plantations,"Tanzania, United Republic Of",shah plantation,shah plantations,karatu arusha,Shah Plantations,37,60 kg,2014,Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10,10,0.12,Green,1600,1600,1600
82.5,Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",amkeni,amkeni gourmet coffee group,moshi,Amkeni Gourmet Coffee Group,5,60 kg,2014,Other,Washed / Wet,7.75,7,7.42,7.58,7.58,7.58,10,10,0.12,Bluish-Green,NA,NA,NA
82.42,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los llanitos,productos y servicios chilindron s.a. de c.v.,la yerba,AVELINO CHAVEZ REYNA,10,1 kg,2014,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,0.11,Green,1296,1296,1296
82.33,Arabica,afca,Malawi,utchisi mountain,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Planters Coop Union,10,60 kg,2014,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,0.12,Green,1450,1450,1450
82.33,Arabica,juan luis alvarado romero,Guatemala,el morito,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,250,69 kg,2014,Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,0.12,Green,1524,1524,1524
82.33,Arabica,dane loraas,Mexico,NA,sustainable harvest,veracruz,Huatusco,320,5 lbs,2014,NA,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,0.11,Green,NA,NA,NA
82.25,Arabica,consejo salvadoreño del café,El Salvador,zapato de mico,consejo salvadoreño del café,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",275,1 kg,2014,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,0.12,Green,1500,1500,1500
82.25,Arabica,afca,Malawi,kachere,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,0.13,Blue-Green,1180,1180,1180
82.17,Arabica,doi tung development project,Thailand,NA,doi tung development project,thailand,Doi Tung Development Project,1,1 kg,2014,NA,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,0.12,Bluish-Green,800,800,800
82.17,Arabica,essencecoffee,Guatemala,blue lake,essence coffee,atitlan,NA,250,69 kg,2014,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,0.09,Blue-Green,1500,1500,1500
82.17,Arabica,bourbon specialty coffees,Brazil,NA,bourbon specialty coffees,cerrado,NA,300,60 kg,2014,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,0.12,Green,NA,NA,NA
82.17,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 2,tembo coffee company ltd,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60 kg,2014,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,0.12,Green,1700,1700,1700
82.08,Arabica,balam hinyula,"Tanzania, United Republic Of",ampcg,volcafe/taylorwinch tanzania ltd,kilimanjaro,AMPCG,300,2 kg,2014,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,0.12,Green,1500,1500,1500
82.08,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro,Ngorogoro Convenant Estate,1,60 kg,2014,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,0.12,Green,1500,1700,1600
82,Arabica,finca estate,"Tanzania, United Republic Of",finca estate,finca estate,meru,Finca Estate,1,60 kg,2014,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,0.12,Green,1300,1400,1350
82,Arabica,afca,Malawi,chikali,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,16,60 kg,2014,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,0.13,Bluish-Green,2500,2500,2500
82,Arabica,beneficio santa rosa,Honduras,bsr,beneficio santa rosa s.a.,occidental,BSR,275,69 kg,2014,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,0.11,Green,1400,1400,1400
81.92,Arabica,consejo salvadoreño del café,El Salvador,la esperanza,consejo salvadoreño del café,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",275,69 kg,2014,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,9.33,0.11,Green,1250,1250,1250
81.92,Arabica,mcomafa co ltd,"Tanzania, United Republic Of",mcomafa farm no1155gr,mcomafa co. ltd,mbeya,Mcomafa,114,60 kg,2014,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,0.12,Green,1877,1877,1877
81.92,Arabica,lusso lab,Zambia,mubuyu munali,lusso coffee lab,mubuyu estate,NA,13,2 kg,2014,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,0,NA,1000,1500,1250
81.83,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",LIN SIN JI 林信吉,8,5 kg,2014,Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,0,Green,700,700,700
81.83,Arabica,essencecoffee,Indonesia,dozen small farmer,essence coffee,lington nihuta,NA,300,10 kg,2014,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,0.11,None,1300,1300,1300
81.83,Arabica,afca,Malawi,kakoma,mzuzu coffee planters coop union,kakoma,Mzuzu Coffee Coop Union,24,60 kg,2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,0.13,Green,1556,1556,1556
81.83,Arabica,NA,Honduras,gran manzana y el aguacate,cigrah,comayagua,"Tomás Sosa, Juan Damaso",275,1 kg,2014,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,0.1,Green,1350,1350,1350
81.83,Arabica,kurt kappeli,Mexico,various,globus coffee,"siltepec el triunfo, chiapas, mexico",various small producers,280,2 kg,2014,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,0.11,Green,1550,1550,1550
81.75,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,"sunvirtue co., ltd.",vietnam,Richard Yeh,1,2 kg,2014,Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,0.12,Bluish-Green,1040,1040,1040
81.75,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro,Ngorogoro Convenant Estate,1,60 kg,2014,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,0.12,Bluish-Green,1500,1700,1600
81.67,Arabica,dae ltd company,"Tanzania, United Republic Of",multiple,dae ltd company,mbinga,DAE Ltd,20,60 kg,2014,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,0.12,Green,1200,1800,1500
81.67,Arabica,NA,Honduras,gran manzana y el aguacate,cigrah,comayagua,"Tomás Sosa, Juan Damaso",275,1 kg,2014,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,0.1,Green,1400,1400,1400
81.67,Arabica,dane loraas,Mexico,NA,sustainable harvest,veracruz,Huatusco,320,5 lbs,2014,NA,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,10,0,Green,NA,NA,NA
81.58,Arabica,acacia hills ltd,"Tanzania, United Republic Of",acacia hills,acacia hills ltd,"oldeani , mongola",Acacia Hills Ltd,100,60 kg,2014,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,0.12,Green,1800,1800,1800
81.58,Arabica,afca,Malawi,kavuzi,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,2014,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,0.13,Green,1100,1100,1100
81.58,Arabica,"lin, che-hao krude 林哲豪",Taiwan,jacob's estate 雅谷咖啡,"red on tree co., ltd.",natou county,CHIU WEI LUN 邱偉倫,50,20 kg,2014,Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10,9.33,0,NA,850,850,850
81.5,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,santa laura exportadora de cafe s.l.e.c. s.a.,occidental,Beneficio la Eva S.A.,250,1 kg,2014,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10,10,0.12,Green,1200,1200,1200
81.5,Arabica,afca,Malawi,chinongo,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,15,60 kg,2014,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,0.12,Green,1599,1599,1599
81.5,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,250,69 kg,2014,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,0.12,Green,1219.2,1219.2,1219.2
81.5,Arabica,"lin, che-hao krude 林哲豪",Taiwan,good mood coffee 馨晴咖啡,"red on tree co., ltd.",natou county,HUANG MEI TAO 黃美桃,50,20 kg,2014,Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,9.33,0.11,Blue-Green,900,900,900
81.5,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,exportadora de cafés carmo de minas ltda,sul de minas,MARIA ROGERIA COSTA PEREIRA,300,60 kg,2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,0,Green,1200,1200,1200
81.42,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,山彎有機咖啡農場,宸嶧國際,苗栗三灣,謝文品,10,60 kg,2014,Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10,10,0.12,Green,110,110,110
81.42,Arabica,afca,Malawi,chimpumba,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,12,60 kg,2014,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,0.12,Bluish-Green,1422,1422,1422
81.42,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,cafcom,"san lucas toliman, solola","PACHUJ, S. A.",250,69 kg,2014,Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,0.1,Green,1550,1550,1550
81.42,Arabica,kurt kappeli,Mexico,various,globus coffee,siltepec el triunfo,various small producers,280,2 kg,2014,Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,0,Green,1550,1550,1550
81.33,Arabica,victoria,Philippines,bacofa,s3v international importing,"davao city, region 11","COFFEE FOR PEACE,INC.",2,2 kg,2014,Other,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10,10,0.14,Green,1400,1400,1400
81.33,Arabica,afca,Malawi,usingini farm,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,31,60 kg,2014,Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10,10,0.13,Green,1200,1200,1200
81.33,Arabica,mayra yessenia torres,Honduras,el cerron,"olam honduras, s.a.",san marcos,Nelson Melgar Melgar,275,1 kg,2014,Catuai,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10,10,0.12,Green,1450,1450,1450
81.25,Arabica,essencecoffee,Guatemala,el injerto s.a.,essence coffee,huehuetenango,El Injerto S.A.,36,55 lbs,2014,Pacamara,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10,10,0.09,Bluish-Green,1700,1700,1700
81.25,Arabica,shangrilla estate ltd,"Tanzania, United Republic Of",shangrilla estate,shangrilla estate ltd,karatu ngorogoro,Shangrilla Estate,100,60 kg,2014,Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10,10,0.13,Green,1700,1700,1700
81.17,Arabica,松澤宏樹 koju matsuzawa,Thailand,NA,"coffeas co., ltd",chiangrai,"Coffeas Co., Ltd.",20,20 kg,2014,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10,10,0.12,Blue-Green,1400,1500,1450
81.17,Arabica,victoria,Philippines,"irisan, baguio",s3v international importing,corillera administrative,"COFFEE FOR PEACE,INC.",2,2 kg,2014,Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,0,None,1200,1200,1200
81.17,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",ampcg,taylor winch (t) ltd,mbinga,Taylor Winch (T) ltd,320,60 kg,2014,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10,10,0.12,Bluish-Green,1550,1550,1550
81.17,Arabica,afca,Malawi,makoka valley estate,r.w.j wallace ltd,southern- zomba,R.W.J. Wallace Ltd,300,60 kg,2014,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10,10,0.12,Green,990,1000,995
81.17,Arabica,eric thormaehlen,Costa Rica,various,coricafe s.a.,central valley,VARIOS,250,1 kg,2014,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10,10,0.11,Green,1200,1400,1300
81.08,Arabica,wali ali,United States,NA,conscious bean coffee,central america,JuanAna Coffee Association,1,5 lbs,2014,Pache Comun,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10,10,0,NA,1706.88,1706.88,1706.88
81.08,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",mwalyego amcos,taylor winch (t) ltd,"iwala village, mbeya rural",Taylor Winch (T) ltd,54,60 kg,2014,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10,10,0.13,Green,1456,1456,1456
81.08,Arabica,the coffee source inc.,Costa Rica,santa laura,the coffee source inc.,naranjo,Several,250,1 kg,2014,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10,10,0.13,Green,1500,1500,1500
81,Arabica,mayra yessenia torres,Honduras,el cerron,"olam honduras, s.a.",san marcos,NELSON MELGAR & REGINO MELGAL,275,18975 kg,2014,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,0.12,Green,1350,1350,1350
81,Arabica,bourbon specialty coffees,Brazil,NA,bourbon specialty coffees,cerrado,NA,300,60 kg,2014,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,10,0.12,Green,NA,NA,NA
81,Arabica,mlimani ngarashi,"Tanzania, United Republic Of",rural cooperative society,mlimani ngarashi,arusha,Mlimani Ngarashi,1,60 kg,2014,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,0.12,Green,1525,1525,1525
80.92,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,7,100 lbs,2014,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,0.1,Bluish-Green,NA,NA,NA
80.92,Arabica,karatu estate,"Tanzania, United Republic Of",karatu estate,karatu estate,"manyara, karatu",Karatu Estate,250,60 kg,2014,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,0.12,Green,1700,1700,1700
80.92,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,張文進莊園,宸嶧國際,台中新社,張文進,10,60 kg,2014,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10,10,0.09,Green,550,550,550
80.92,Arabica,juan luis alvarado romero,Guatemala,el morito,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,250,69 kg,2014,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,0.12,Green,1524,1524,1524
80.75,Arabica,essencecoffee,Panama,elida estate,essence coffee,boquete,Lamastus,100,60 kg,2014,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,0.11,Green,1680,1680,1680
80.75,Arabica,the coffee source inc.,Costa Rica,several,the coffee source inc.,san ramon,SEVERAL,250,3 lbs,2014,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,0.11,Green,1300,1300,1300
80.67,Arabica,afca,Malawi,makoka valley estate,r.w.j wallace ltd,southern- zomba,R.W.J. Wallace Ltd,100,60 kg,2014,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,0.12,Bluish-Green,990,1000,995
80.67,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",cafe don balbino s.c. de r.l. de c.v.,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,20,1 kg,2014,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,0.12,Green,1200,1200,1200
80.67,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,ecom cca sa,santander,NA,250,70 kg,2014,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,6.67,0,NA,1550,1550,1550
80.58,Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,burka coffee estate,arusha,Burka Coffee Estates,10,60 kg,2014,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,0.12,Bluish-Green,1400,1400,1400
80.58,Arabica,beneficio santa rosa,Honduras,bsr,beneficio santa rosa s.a.,occidental,BSR,275,69 kg,2014,Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,0.11,Green,1400,1400,1400
80.58,Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,exportcafe,huehuetenango,BYRON ALONZO SOLIS,275,69 kg,2014,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,0.11,Green,1383.792,1383.792,1383.792
80.5,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,275,69 kg,2014,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,0.11,Green,1219.2,1219.2,1219.2
80.42,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,宸嶧國際,南投國姓,曾林春英,10,60 kg,2014,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,0.14,Green,600,600,600
80.33,Arabica,kongoni estate,"Tanzania, United Republic Of",kongoni estate,kongoni estate,arusha,Kongoni Estate,1,60 kg,2014,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,0.12,Bluish-Green,NA,NA,NA
80.25,Arabica,u htun htun,Myanmar,thein kone,NA,ywar ngan,U Htun Htun,1,2 kg,2014,Catuai,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,0,Green,4287,4287,4287
80.25,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,2,100 lbs,2014,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,0.12,Green,NA,NA,NA
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,宸嶧國際,苗栗泰安,簡義榮,10,60 kg,2014,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,0.07,Green,850,850,850
80,Arabica,kurt kappeli,Mexico,various,globus coffee,"sierra fraylesca, chiapas",various small producers,280,2 kg,2014,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,10,0,Green,1300,1500,1400
79.92,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,12,100 kg,2014,Hawaiian Kona,Natural / Dry,7.5,7,7,6.92,7.33,7.17,10,10,0.11,Green,NA,NA,NA
79.83,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,asociación aldea global jinotega,jinotega,Asociación Aldea Global Jinotega,75,2 kg,2014,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,0.11,Green,1250,1250,1250
79.75,Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,"red on tree co., ltd.","taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,28,50 kg,2014,Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,8.67,0,NA,800,1200,1000
79.5,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,su-zhen huang 黃素真,blossom valley宸嶧國際,nantou,張素真,10,2 kg,2014,Typica,Natural / Dry,6.92,7,7.17,7,7.42,7,10,10,0,NA,700,700,700
79.42,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,275,69 kg,2014,Other,Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,0.1,Green,1219.2,1219.2,1219.2
79.25,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishencun coffee farm百勝村咖啡莊園,"red on tree co., ltd.",natou county,WU SHU YI 巫叔憶,50,20 kg,2014,Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10,10,0.11,Blue-Green,850,850,850
79,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,Varios,250,69 kg,2014,Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10,10,0.12,Green,1219.2,1219.2,1219.2
79,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,cafes finos de exportacion s de r.l.,intibuca,Cooperativa Coaquil,275,2 kg,2014,Pacas,Washed / Wet,7,7,7,7,7,7,10,10,0.11,Green,1350,1350,1350
78.58,Arabica,"exportadora atlantic, s.a.",Nicaragua,NA,exportadora atlantic s.a,NA,NA,275,2 kg,2014,NA,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10,10,0.11,Green,NA,NA,NA
78.58,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,250,69 kg,2014,Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,10,0.12,Green,1219.2,1219.2,1219.2
78.5,Arabica,kurt kappeli,Mexico,various,unión de ejidos san fernando,"sierra, chiapas",Various small producers,280,69 kg,2014,Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,10,0,Green,1600,1600,1600
78.33,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,5,100 lbs,2014,Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.67,0.1,Bluish-Green,NA,NA,NA
78.33,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,275,69 kg,2014,Other,Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10,10,0.1,Green,1219.2,1219.2,1219.2
78.25,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,18,100 lbs,2014,Hawaiian Kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,0.11,Green,NA,NA,NA
78,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,cafes finos de exportacion s de r.l.,intibuca,Cooperativa Coaquil,275,2 kg,2014,Pacas,Natural / Dry,6.83,7,6.67,7,7,6.83,10,10,0.11,Green,1350,1350,1350
78,Arabica,eileen koyanagi,United States (Hawaii),NA,kona pacific farmers cooperative,kona,NA,5,100 lbs,2014,Hawaiian Kona,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8,9.33,0.12,Green,NA,NA,NA
78,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,275,69 kg,2014,Other,Washed / Wet,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,0.1,Green,1219.2,1219.2,1219.2
77.92,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,santa laura exportadora de cafe s.l.e.c. s.a.,occidental,Beneficio la Eva S.A.,250,1 kg,2014,Caturra,Washed / Wet,7.5,7.25,7.42,7,7.08,6.83,8.67,10,0.12,Green,1200,1200,1200
77.83,Arabica,cafe politico,Brazil,NA,green mountain coffee,NA,n/a,1,5 lbs,2014,NA,Washed / Wet,7,6.75,6.67,6.83,7.08,6.83,10,10,0.11,NA,NA,NA,NA
77.33,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,275,69 kg,2014,Other,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,0.1,Green,1219.2,1219.2,1219.2
