"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Beef","Beef, cured, corned beef, brisket, cooked","13347","0","0","0","0.47","98","69.2","0.0","0","0","3.03","18.17","0","0.17","32.8","0.0","0.026","59.79","9.22","0.67","6.34","18.98","8","0.154","1.86","12","125","145","973","4.58","0","1.63","0.23","0.0","0.16","1.5"
"Beef","Beef, cured, corned beef, canned","13348","0","0","0","0.0","86","89.2","0.0","0","0","2.43","27.1","0","0.147","42.9","0.0","0.02","57.72","5.96","0.63","6.18","14.93","12","0.064","2.08","14","111","136","897","3.57","0","1.62","0.13","0.0","0.15","1.6"
"Beef","Beef, cured, dried","13350","0","0","0","2.76","79","0.0","0.0","0","0","5.164","31.1","0","0.163","32.4","2.7","0.065","53.8","0.84","0.07","0.95","1.94","8","0.074","2.42","19","181","235","2790","4.93","0","1.59","0.386","0.0","0.38","1.3"
"Beef","Beef, cured, pastrami","13355","0","22","6","0.36","68","81.6","0.0","11","0","4.26","21.8","0","0.161","17.7","0.1","0.052","69.53","2.118","0.145","2.681","5.82","10","0.091","2.22","17","175","210","1078","4.98","2","1.87","0.221","0.3","0.12","0.7"
"Beef","Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked","13364","0","0","0","0.0","90","86.0","0.0","0","0","5.787","29.9","1","0.286","31.3","0.0","0.077","61.02","3.909","0.419","3.247","8.37","14","0.094","2.98","21","237","339","64","6.91","1","2.86","0.564","0.0","0.22","1.5"
"Beef","Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","13367","0","0","0","0.0","93","102.0","0.0","0","0","3.37","26.79","0","0.2","23.3","0.0","0.07","51.54","8.68","0.67","7.53","19.52","7","0.108","2.53","21","216","259","65","5.96","0","2.45","0.27","0.0","0.19","1.8"
"Beef","Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","13368","0","0","0","0.0","93","113.3","0.0","0","0","3.71","29.75","0","0.22","24.5","0.0","0.07","57.71","4.65","0.3","3.63","10.08","6","0.119","2.81","23","241","285","70","6.89","0","2.6","0.29","0.0","0.14","1.6"
"Beef","Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","13382","0","0","0","0.0","106","118.3","0.0","0","0","2.67","31.06","0","0.28","26.7","0.0","0.08","54.8","5.73","0.44","5.16","13.3","13","0.148","3.68","23","235","263","71","10.27","0","2.47","0.29","0.0","0.14","1.7"
"Beef","Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted","13424","0","0","0","0.0","74","104.8","0.0","0","0","4.945","27.53","0","0.155","31.1","0.0","0.062","66.75","2.537","0.247","2.209","6.2","6","0.068","2.3","18","174","226","36","4.73","0","1.52","0.369","0.0","0.35","1.3"
"Beef","Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","13451","0","0","0","0.0","88","111.7","0.0","0","0","7.807","29.33","0","0.141","31.9","0.0","0.079","60.33","3.959","0.359","3.754","9.67","22","0.089","1.89","25","229","368","61","5.33","0","1.73","0.614","0.0","0.42","1.5"
"Beef","Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled","13454","0","0","0","0.0","82","116.3","0.0","0","0","8.741","30.55","0","0.155","35.8","0.0","0.083","62.98","2.31","0.213","2.205","5.79","20","0.091","1.96","26","244","393","64","5.71","0","1.71","0.656","0.0","0.39","1.4"
"Beef","Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","13491","0","0","0","0.0","86","90.1","0.0","0","0","8.975","30.09","3","0.328","30.8","0.0","0.089","64.28","1.794","0.31","1.556","3.77","18","0.066","3.25","17","306","435","75","5.15","3","2.28","0.882","0.0","0.32","1.5"
"Beef","Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked","13796","0","0","0","0.0","87","83.3","0.0","0","0","5.458","26.11","3","0.189","28.3","0.0","0.068","56.97","7.407","0.733","6.782","16.59","13","0.075","2.2","20","180","271","50","5.1","3","1.81","0.478","0.0","0.31","1.4"
"Beef","Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised","13810","0","0","0","0.0","120","114.7","0.0","0","0","4.273","30.12","0","0.178","28.3","0.0","0.061","50.45","8.276","0.73","7.62","19.22","17","0.104","2.53","20","183","242","50","6.98","0","2.22","0.295","0.0","0.53","1.9"
"Beef","Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised","13812","0","0","0","0.0","121","115.0","0.0","0","0","4.215","30.2","0","0.193","27.8","0.0","0.057","49.35","8.583","0.757","7.902","19.93","16","0.116","2.61","20","182","241","49","6.87","0","2.46","0.29","0.0","0.54","1.9"
"Beef","Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised","13814","0","0","0","0.0","119","114.5","0.0","0","0","4.331","30.05","0","0.163","28.8","0.0","0.065","51.56","7.969","0.704","7.337","18.5","18","0.093","2.46","20","184","243","50","7.09","0","1.99","0.296","0.0","0.52","1.8"
"Beef","Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised","13816","0","0","0","0.0","104","102.0","0.0","0","0","2.43","26.78","0","0.24","24.6","0.0","0.07","47.67","10.86","0.9","10.0","25.12","13","0.126","3.13","19","202","233","65","8.41","0","2.29","0.26","0.0","0.2","2.0"
"Beef","Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted","13829","0","0","0","0.0","84","86.1","0.0","0","0","3.43","22.6","0","0.17","22.4","0.0","0.07","46.87","12.8","1.05","12.01","29.79","11","0.084","2.35","20","176","302","64","5.4","0","2.55","0.23","0.0","0.24","2.0"
"Beef","Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted","13840","0","0","0","0.0","85","87.6","0.0","0","0","3.67","23.01","0","0.19","21.6","0.0","0.07","47.73","12.2","0.99","11.5","28.51","10","0.089","2.35","20","173","293","64","5.84","0","2.34","0.23","0.0","0.23","2.0"
"Beef","Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw","13864","0","0","0","0.0","62","85.9","0.0","0","0","3.74","20.56","0","0.17","19.6","0.0","0.1","65.44","5.14","0.46","4.63","11.92","4","0.075","1.99","22","199","342","54","3.24","0","2.82","0.47","0.0","0.18","1.5"
"Beef","Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled","13865","0","0","0","0.0","79","104.9","0.0","0","0","4.02","27.54","0","0.21","27.3","0.0","0.09","56.73","5.56","0.52","4.9","12.98","6","0.101","2.55","26","240","395","62","4.35","0","3.03","0.38","0.0","0.16","1.6"
"Beef","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted","13884","0","0","0","0.0","82","104.5","0.0","0","0","3.59","27.45","0","0.26","26.8","0.0","0.09","61.56","4.68","0.44","4.24","11.34","6","0.119","2.81","26","230","367","63","6.67","0","2.8","0.38","0.0","0.17","1.5"
"Beef","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted","13886","0","0","0","0.0","82","103.9","0.0","0","0","3.57","27.27","0","0.25","26.8","0.0","0.09","60.92","5.11","0.48","4.63","12.34","6","0.119","2.79","25","229","365","63","6.62","0","2.79","0.38","0.0","0.18","1.5"
"Beef","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted","13888","0","0","0","0.0","82","105.2","0.0","0","0","3.61","27.63","0","0.26","26.9","0.0","0.09","62.31","4.22","0.4","3.81","10.24","6","0.12","2.83","26","232","370","64","6.73","0","2.81","0.38","0.0","0.14","1.4"
"Beef","Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised","13892","0","0","0","0.0","90","130.8","0.0","0","0","3.65","34.34","0","0.24","32.5","0.0","0.07","54.68","4.15","0.42","3.78","10.13","5","0.118","3.16","24","215","319","45","4.34","0","2.62","0.27","0.0","0.17","1.7"
"Beef","Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled","13893","0","0","0","0.0","90","116.8","0.0","0","0","5.36","30.67","0","0.163","31.7","0.0","0.07","59.59","3.837","0.367","3.415","9.0","7","0.074","2.53","20","193","252","41","5.2","0","1.71","0.403","0.0","0.43","1.5"
"Beef","Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled","13912","0","0","0","0.0","97","99.6","0.0","0","0","7.095","26.16","0","0.115","28.1","0.0","0.065","54.99","7.688","0.683","7.264","18.45","17","0.085","1.75","21","195","316","52","4.65","0","1.73","0.521","0.0","0.48","1.6"
"Beef","Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted","13928","0","0","0","0.0","88","91.6","0.0","0","0","3.01","24.04","0","0.27","23.1","0.0","0.09","48.28","11.01","1.03","10.63","26.67","8","0.142","3.12","23","203","336","55","4.39","0","2.53","0.33","0.0","0.55","2.0"
"Beef","Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried","13933","0","0","0","0.0","98","109.6","0.0","0","0","3.83","28.77","0","0.29","29.8","0.0","0.12","49.56","8.86","1.71","8.18","21.06","12","0.131","3.42","28","235","406","71","5.55","0","3.34","0.44","0.0","0.54","1.9"
"Beef","Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","13959","0","0","0","0.0","86","89.8","0.0","0","0","8.935","29.96","5","0.326","30.7","0.0","0.088","64.68","2.056","0.331","1.788","4.28","18","0.066","3.24","17","305","433","75","5.12","5","2.28","0.878","0.0","0.32","1.4"
"Alcoholic beverage","Alcoholic beverage, beer, regular, all","14003","0","0","0","3.55","0","10.1","0.0","0","0","0.513","0.46","0","0.025","0.6","0.0","0.005","91.96","0.0","0.0","0.0","0.0","4","0.005","0.02","6","14","27","4","0.01","0","0.02","0.046","0.0","0.0","0.0"
"Alcoholic beverage","Alcoholic beverage, beer, light","14006","0","0","0","1.64","0","8.8","0.0","0","0","0.391","0.24","0","0.015","0.4","0.09","0.005","94.88","0.0","0.0","0.0","0.0","4","0.006","0.03","5","12","21","4","0.01","0","0.02","0.034","0.0","0.0","0.0"
"Alcoholic beverage","Alcoholic beverage, beer, light, low carb","14013","0","0","0","0.73","0","0.0","0.0","0","0","0.0","0.17","0","0.0","0.0","0.0","0.0","95.4","0.0","0.0","0.0","0.0","4","0.002","0.0","4","8","17","3","0.01","0","0.0","0.0","0.0","0.0","0.0"
"Beverages","Beverages,  Energy drink, Citrus","14021","0","0","0","11.27","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.0","10.42","0.0","88.45","0.0","0.0","0.0","0.0","8","0.0","0.0","0","0","4","10","0.0","0","0.0","0.0","25.0","0.0","0.0"
"Beverages","Beverages, MONSTER energy drink, low carb","14022","0","0","0","1.38","0","0.0","0.0","0","0","8.333","0.0","0","0.708","0.0","1.38","0.0","98.35","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","0","75","0.0","0","2.5","0.833","0.0","0.0","0.0"
"Beverages","Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12","14026","0","0","0","1.03","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","98.35","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","0","85","0.0","0","2.5","0.833","0.0","0.0","0.0"
"Beverages","Beverages, Whiskey sour mix, bottled","14028","0","0","0","21.4","0","0.9","0.0","0","0","0.0","0.1","0","0.01","0.4","21.4","0.013","78.2","0.002","0.02","0.008","0.1","2","0.0","0.11","1","6","28","102","0.07","0","0.0","0.0","2.7","0.0","0.0"
"Beverages","Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12","14030","0","0","0","11.25","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.0","11.25","0.0","88.45","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","0","85","0.0","0","2.5","0.833","0.0","0.0","0.0"
"Beverages","Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories","14031","0","0","0","1.25","0","0.0","0.0","0","0","0.833","0.0","0","0.0","0.0","0.0","0.0","98.75","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","8","10","0.0","0","0.25","0.083","25.0","0.56","0.0"
"Beverages","Beverages, ABBOTT, EAS whey protein powder","14033","0","0","0","17.95","205","81.6","0.0","0","0","10.0","66.67","15","0.857","24.8","5.13","0.714","6.61","0.281","0.926","2.564","5.13","256","1.0","0.92","181","643","564","385","7.14","15","2.27","1.0","0.8","0.38","0.5"
"Alcoholic beverage","Alcoholic beverage, creme de menthe, 72 proof","14034","0","0","0","41.6","0","0.0","0.0","0","0","0.003","0.0","0","0.0","0.4","41.6","0.0","28.3","0.015","0.167","0.014","0.3","0","0.08","0.07","0","0","0","5","0.04","0","0.0","0.0","0.0","0.0","0.0"
"Beverages","Beverages, ABBOTT, EAS soy protein powder","14035","0","0","0","43.94","0","113.7","0.0","0","0","0.817","47.62","0","0.057","0.7","40.48","0.1","2.83","0.644","1.956","0.0","3.57","95","1.001","6.43","22","441","714","452","2.29","0","0.0","0.057","0.0","0.12","2.7"
"Beverages","Beverages, CYTOSPORT, Muscle Milk, ready-to-drink","14036","0","0","0","2.28","2","0.0","0.2","0","0","1.416","5.87","88","0.139","0.0","0.78","0.133","89.0","1.449","0.362","0.362","2.17","69","0.143","1.3","20","101","198","95","1.05","88","0.69","0.224","27.6","0.83","0.0"
"Alcoholic beverage","Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof","14037","0","0","0","0.0","0","0.0","0.0","0","0","0.013","0.0","0","0.004","0.0","0.0","0.006","66.6","0.0","0.0","0.0","0.0","0","0.021","0.04","0","4","2","1","0.04","0","0.0","0.001","0.0","0.0","0.0"
"Beverages","Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink","14038","0","0","0","3.75","0","0.4","0.0","0","0","4.167","0.0","0","0.354","0.0","3.75","0.003","96.18","0.0","0.0","0.0","0.0","0","0.01","0.0","2","1","0","21","0.01","0","1.25","0.417","25.0","0.0","0.1"
"Beverages","Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink","14041","0","144","0","17.29","4","21.1","1.2","0","0","1.537","5.38","72","0.163","6.7","8.46","0.144","71.1","2.551","0.122","0.42","5.38","135","0.192","1.73","38","115","138","77","1.73","84","0.81","0.269","23.1","5.19","12.3"
"Beverages","Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan","14044","0","0","0","0.85","4","0.0","0.4","0","0","2.39","6.59","171","0.19","4.5","0.6","0.17","88.57","2.1","0.767","0.508","3.38","130","0.014","0.96","44","136","179","72","0.85","171","0.6","0.208","19.4","4.58","6.5"
"Beverages","Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan","14045","0","0","0","7.74","3","14.8","1.6","0","0","2.26","3.32","170","0.19","5.7","5.95","0.17","85.69","0.97","0.32","0.54","1.93","161","0.012","0.87","45","161","193","68","0.72","170","0.68","0.225","19.4","4.58","6.5"
"Beverages","Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan","14047","0","1","0","73.92","5","3.4","18.1","0","0","38.462","8.13","1034","0.654","67.3","38.02","1.442","1.99","10.51","1.19","1.45","13.34","364","0.769","0.68","385","385","247","472","17.31","1034","8.08","2.308","1.3","51.92","96.2"
"Alcoholic beverage","Alcoholic beverage, distilled, rum, 80 proof","14050","0","0","0","0.0","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.0","0.0","0.008","66.6","0.0","0.0","0.0","0.0","0","0.05","0.12","0","5","2","1","0.07","0","0.0","0.0","0.0","0.0","0.0"
"Beverages","Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,","14055","0","1","0","50.0","6","3.4","18.2","0","0","38.442","27.87","865","0.654","67.5","20.59","1.499","5.4","8.93","1.049","1.333","13.46","1039","0.769","24.84","473","563","752","495","17.29","865","8.07","2.307","103.8","51.92","0.1"
"Beverages","Beverages, Acai berry drink, fortified","14056","46","5784","23","12.83","0","0.0","1.2","783","899","9.06","0.83","0","0.04","0.0","11.1","0.03","84.88","0.0","0.0","0.0","0.83","19","0.076","0.16","11","13","130","13","0.11","485","3.4","1.1","42.1","11.11","16.7"
"Alcoholic beverage","Alcoholic beverage, wine, dessert, sweet","14057","0","0","0","13.69","0","5.0","0.0","0","0","0.213","0.2","0","0.018","0.5","7.78","0.018","70.51","0.0","0.0","0.0","0.0","8","0.045","0.24","9","9","92","9","0.07","0","0.0","0.0","0.0","0.0","0.0"
"Beverages","Beverages, Whey protein powder isolate","14058","0","1","0","29.07","12","225.0","0.0","0","0","11.628","58.14","872","0.988","40.7","1.16","0.872","0.86","0.149","0.021","0.581","1.16","698","1.163","1.26","233","581","872","372","8.72","872","3.49","1.163","34.9","7.85","46.5"
"Beverages","Beverages, KELLOGG'S, SPECIAL K Protein Shake","14059","0","3","0","9.2","4","7.5","1.7","0","0","2.2","3.2","169","0.19","5.6","5.95","0.16","84.5","0.834","0.521","0.208","1.6","113","0.0","0.5","39","113","168","73","0.7","169","0.7","0.23","20.0","4.5","6.4"
"Beverages","Beverages, Energy Drink with carbonated water and high fructose corn syrup","14060","0","0","0","15.0","0","0.0","0.0","0","0","0.0","0.42","0","0.0","7.3","13.75","0.0","84.52","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","10","48","0.63","0","2.5","0.833","25.0","0.0","0.0"
"Beverages","Beverages, Energy Drink, sugar free","14061","0","0","0","0.42","0","0.0","0.0","0","0","0.0","0.42","0","0.0","0.0","0.0","0.0","99.11","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","0","42","0.0","0","2.5","0.833","25.0","0.0","0.0"
"Beverages","Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink","14062","0","0","0","16.88","2","32.4","0.0","0","0","2.11","3.8","158","0.179","7.4","9.7","0.158","76.2","0.844","1.266","0.422","2.53","127","0.211","1.9","42","105","156","84","1.58","158","0.63","0.211","12.7","1.42","8.4"
"Beverages","Beverages, chocolate powder, no sugar added","14063","0","0","0","68.31","0","266.9","9.1","0","0","25.6","9.09","0","0.35","21.8","27.27","1.5","7.4","2.119","1.831","0.0","4.5","909","1.818","3.27","410","500","1705","500","13.64","0","0.0","1.818","54.5","0.0","0.0"
"Beverages","Beverages, Orange juice, light, No pulp","14064","2","79","60","5.42","0","0.0","0.0","47","0","0.333","0.21","0","0.028","0.0","4.17","0.063","94.19","0.0","0.0","0.0","0.0","0","0.018","0.0","10","4","188","4","0.02","10","0.0","0.05","30.0","1.25","0.0"
"Beverages","Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch","14065","0","0","0","12.5","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.0","12.5","0.0","87.49","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","0","8","0.0","0","0.0","0.0","30.0","0.0","0.0"
