"genre","sold by","daily average.amazon revenue","daily average.author revenue","daily average.gross sales","daily average.publisher revenue","daily average.units sold","publisher.name","publisher.type","statistics.average rating","statistics.sale price","statistics.sales rank","statistics.total reviews"
"nonfiction","HarperCollins Publishers","15.456","15.456","77.28","46.368","7","William Morrow Paperbacks","big five","4.69","11.04","41346","119"
"genre fiction","Amazon Digital Services,  Inc.","5.082","5.082","25.41","15.246","7","(Small or Medium Publisher)","small/medium","4.76","3.63","41347","42"
"genre fiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.86","2.99","41349","38"
"nonfiction","Amazon Digital Services,  Inc.","6.986","6.986","34.93","20.958","7","(Single-Author Publisher)","single author","0.0","4.99","41349","0"
"nonfiction","Hachette Book Group","13.986","13.986","69.93","41.958","7","Hyperion","big five","4.1","9.99","41355","150"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.55","2.99","41362","9"
"children","Amazon Digital Services,  Inc.","4.774","4.774","23.87","14.322","7","(Small or Medium Publisher)","small/medium","4.9","3.41","41362","33"
"nonfiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Small or Medium Publisher)","small/medium","4.95","3.99","41364","62"
"genre fiction","Amazon Digital Services,  Inc.","9.0545","4.8755","13.93","0.0","7","47North","amazon","3.76","1.99","41370","30"
"genre fiction","Amazon Digital Services,  Inc.","5.348","5.348","26.74","16.044","7","(Small or Medium Publisher)","small/medium","0.0","3.82","41376","0"
"nonfiction","Amazon Digital Services,  Inc.","15.638","15.638","78.19","46.914","7","(Small or Medium Publisher)","small/medium","4.72","11.17","41377","43"
"nonfiction","Amazon Digital Services,  Inc.","8.022","18.718","26.74","0.0","7","(Indie Publisher)","indie","4.2","3.82","41383","698"
"children","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","3.5","0.99","41392","6"
"genre fiction","Amazon Digital Services,  Inc.","12.579","29.351","41.93","0.0","7","(Indie Publisher)","indie","5.0","5.99","41393","2"
"nonfiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","3.14","0.99","41394","7"
"nonfiction","Amazon Digital Services,  Inc.","1.33","1.33","6.65","3.99","7","(Small or Medium Publisher)","small/medium","4.44","0.95","41406","36"
"genre fiction","Simon and Schuster Digital Sales Inc","13.048","13.048","65.24","39.144","7","Washington Square Press","big five","4.59","9.32","41411","5"
"nonfiction","Amazon Digital Services,  Inc.","22.4","22.4","112.0","67.2","7","(Small or Medium Publisher)","small/medium","4.33","16.0","41413","3"
"nonfiction","Simon and Schuster Digital Sales Inc","5.586","5.586","27.93","16.758","7","Touchstone","big five","3.98","3.99","41415","66"
"fiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.15","0.99","41424","39"
"nonfiction","Penguin Group (USA) LLC","15.386","15.386","76.93","46.158","7","Penguin Classic","big five","4.4","10.99","41425","49"
"genre fiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Small or Medium Publisher)","small/medium","4.55","2.99","41429","9"
"children","Random House LLC","5.964","5.964","29.82","17.892","7","Random House Books for Young Readers","big five","4.19","4.26","41436","31"
"genre fiction","Amazon Digital Services,  Inc.","6.454","6.454","32.27","19.362","7","(Small or Medium Publisher)","small/medium","4.37","4.61","41437","70"
"fiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.5","0.99","41439","20"
"genre fiction","Amazon Digital Services,  Inc.","11.186","11.186","55.93","33.558","7","(Small or Medium Publisher)","small/medium","4.54","7.99","41441","244"
"nonfiction","Amazon Digital Services,  Inc.","8.386","8.386","41.93","25.158","7","(Single-Author Publisher)","single author","4.4","5.99","41443","10"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","4.19","2.99","41445","21"
"nonfiction","Amazon Digital Services,  Inc.","6.776","6.776","33.88","20.328","7","(Small or Medium Publisher)","small/medium","4.04","4.84","41448","22"
"nonfiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Small or Medium Publisher)","small/medium","3.88","3.99","41454","9"
"comics","Idea & Design Works","2.786","2.786","13.93","8.358","7","(Small or Medium Publisher)","small/medium","5.0","1.99","41455","4"
"genre fiction","Simon and Schuster Digital Sales Inc","17.836","17.836","89.18","53.508","7","Simon & Schuster","big five","0.0","12.74","41459","0"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Single-Author Publisher)","single author","4.09","9.99","41462","11"
"nonfiction","Amazon Digital Services,  Inc.","11.186","11.186","55.93","33.558","7","(Small or Medium Publisher)","small/medium","4.2","7.99","41470","170"
"genre fiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","4.05","0.99","41472","18"
"children","Random House LLC","9.562","9.562","47.81","28.686","7","Wendy Lamb Books","big five","4.55","6.83","41491","45"
"nonfiction","Amazon Digital Services,  Inc.","14.679","34.251","48.93","0.0","7","(Indie Publisher)","indie","4.71","6.99","41493","60"
"nonfiction","Amazon Digital Services,  Inc.","10.479","24.451","34.93","0.0","7","(Indie Publisher)","indie","5.0","4.99","41499","14"
"nonfiction","Amazon Digital Services,  Inc.","10.479","24.451","34.93","0.0","7","(Indie Publisher)","indie","4.76","4.99","41500","17"
"genre fiction","Simon and Schuster Digital Sales Inc","9.562","9.562","47.81","28.686","7","Pocket Books","big five","3.8","6.83","41501","35"
"nonfiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Small or Medium Publisher)","small/medium","4.2","3.99","41508","10"
"nonfiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","3.71","0.99","41513","52"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","4.56","2.99","41518","16"
"genre fiction","Random House LLC","8.386","8.386","41.93","25.158","7","LucasBooks","big five","3.74","5.99","41519","85"
"nonfiction","Amazon Digital Services,  Inc.","2.786","2.786","13.93","8.358","7","(Single-Author Publisher)","single author","3.86","1.99","41519","43"
"nonfiction","Amazon Digital Services,  Inc.","10.766","10.766","53.83","32.298","7","(Small or Medium Publisher)","small/medium","3.85","7.69","41525","70"
"nonfiction","Amazon Digital Services,  Inc.","22.666","22.666","113.33","67.998","7","(Small or Medium Publisher)","small/medium","4.13","16.19","41531","30"
"genre fiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.07","0.99","41532","27"
"nonfiction","Macmillan","11.186","11.186","55.93","33.558","7","Farrar, Straus and Giroux","big five","3.91","7.99","41542","116"
"children","Amazon Digital Services,  Inc.","6.286","6.286","31.43","18.858","7","(Small or Medium Publisher)","small/medium","4.62","4.49","41543","43"
"genre fiction","Random House LLC","13.678","13.678","68.39","41.034","7","Knopf Books for Young Readers","big five","0.0","9.77","41543","0"
"fiction","Penguin Group (USA) LLC","13.286","13.286","66.43","39.858","7","Riverhead","big five","4.04","9.49","41557","107"
"genre fiction","Penguin Group (USA) LLC","8.386","8.386","41.93","25.158","7","DAW","big five","3.88","5.99","41563","34"
"nonfiction","HarperCollins Publishers","13.678","13.678","68.39","41.034","7","HarperCollins e-books","big five","4.0","9.77","41567","105"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","4.2","2.99","41571","20"
"nonfiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Single-Author Publisher)","single author","4.47","0.99","41578","17"
"children","Amazon Digital Services,  Inc.","17.85","41.65","59.5","0.0","7","(Indie Publisher)","indie","4.56","8.5","41587","57"
"genre fiction","Amazon Digital Services,  Inc.","4.816","4.816","24.08","14.448","7","(Small or Medium Publisher)","small/medium","4.66","3.44","41590","15"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.0","9.99","41596","12"
"genre fiction","Amazon Digital Services,  Inc.","8.092","8.092","40.46","24.276","7","(Small or Medium Publisher)","small/medium","4.22","5.78","41598","9"
"nonfiction","Penguin Group (USA) LLC","14.728","14.728","73.64","44.184","7","Perigee","big five","4.76","10.52","41606","59"
"genre fiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","4.15","0.99","41607","26"
"genre fiction","Amazon Digital Services,  Inc.","4.55","4.55","22.75","13.65","7","(Small or Medium Publisher)","small/medium","3.5","3.25","41608","8"
"nonfiction","Random House LLC","16.786","16.786","83.93","50.358","7","Ballantine Books","big five","3.65","11.99","41610","206"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","5.0","2.99","41613","1"
"nonfiction","Amazon Digital Services,  Inc.","13.244","13.244","66.22","39.732","7","(Small or Medium Publisher)","small/medium","3.8","9.46","41615","151"
"fiction","Random House LLC","2.996","2.996","14.98","8.988","7","Bantam Classics","big five","4.18","2.14","41618","107"
"genre fiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Small or Medium Publisher)","small/medium","4.16","2.99","41622","25"
"nonfiction","Amazon Digital Services,  Inc.","24.5","24.5","122.5","73.5","7","(Small or Medium Publisher)","small/medium","4.73","17.5","41644","80"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.94","9.99","41645","17"
"nonfiction","Amazon Digital Services,  Inc.","33.6","33.6","168.0","100.8","7","(Small or Medium Publisher)","small/medium","4.7","24.0","41649","110"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Small or Medium Publisher)","small/medium","4.26","2.99","41650","23"
"comics","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.5","0.99","41651","2"
"nonfiction","Amazon Digital Services,  Inc.","14.686","14.686","73.43","44.058","7","(Small or Medium Publisher)","small/medium","4.54","10.49","41658","103"
"nonfiction","Macmillan","18.186","18.186","90.93","54.558","7","Henry Holt and Co.","big five","3.85","12.99","41660","113"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","4.75","2.99","41661","12"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Small or Medium Publisher)","small/medium","3.71","2.99","41668","73"
"genre fiction","Simon and Schuster Digital Sales Inc","10.766","10.766","53.83","32.298","7","Pocket Books","big five","4.02","7.69","41671","67"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.72","2.99","41673","18"
"genre fiction","Simon and Schuster Digital Sales Inc","9.562","9.562","47.81","28.686","7","Pocket Books","big five","4.12","6.83","41679","48"
"children","Simon and Schuster Digital Sales Inc","8.372","8.372","41.86","25.116","7","Aladdin","big five","4.78","5.98","41681","32"
"genre fiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.29","9.99","41690","65"
"nonfiction","Amazon Digital Services,  Inc.","20.979","48.951","69.93","0.0","7","(Indie Publisher)","indie","4.66","9.99","41690","3"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Single-Author Publisher)","single author","3.64","9.99","41696","14"
"nonfiction","Simon and Schuster Digital Sales Inc","13.986","13.986","69.93","41.958","7","Free Press","big five","4.19","9.99","41702","156"
"nonfiction","HarperCollins Publishers","14.938","14.938","74.69","44.814","7","HarperOne","big five","3.6","10.67","41706","179"
"nonfiction","Amazon Digital Services,  Inc.","17.696","17.696","88.48","53.088","7","(Small or Medium Publisher)","small/medium","4.66","12.64","41713","3"
"children","Penguin Group (USA) LLC","5.964","5.964","29.82","17.892","7","Grosset & Dunlap","big five","4.73","4.26","41716","23"
"genre fiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","4.75","0.99","41720","8"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","5.0","2.99","41724","2"
"genre fiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.72","2.99","41733","47"
"children","Random House LLC","5.964","5.964","29.82","17.892","7","Random House Books for Young Readers","big five","4.82","4.26","41734","29"
"nonfiction","Random House LLC","8.386","8.386","41.93","25.158","7","Island Books","big five","4.8","5.99","41734","88"
"nonfiction","Amazon Digital Services,  Inc.","16.086","16.086","80.43","48.258","7","(Small or Medium Publisher)","small/medium","4.47","11.49","41735","70"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.09","9.99","41737","54"
"nonfiction","Simon and Schuster Digital Sales Inc","13.454","13.454","67.27","40.362","7","Gallery Books","big five","3.41","9.61","41747","63"
"children","Amazon Digital Services,  Inc.","5.348","5.348","26.74","16.044","7","(Small or Medium Publisher)","small/medium","4.7","3.82","41750","17"
"nonfiction","Amazon Digital Services,  Inc.","33.6","33.6","168.0","100.8","7","(Small or Medium Publisher)","small/medium","4.5","24.0","41758","8"
"genre fiction","Random House LLC","8.386","8.386","41.93","25.158","7","LucasBooks","big five","4.26","5.99","41761","149"
"nonfiction","Amazon Digital Services,  Inc.","5.306","5.306","26.53","15.918","7","(Small or Medium Publisher)","small/medium","4.42","3.79","41762","19"
"nonfiction","Simon and Schuster Digital Sales Inc","11.2","11.2","56.0","33.6","7","Scribner","big five","4.45","8.0","41764","35"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","0.0","2.99","41765","0"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.28","2.99","41770","7"
"nonfiction","Amazon Digital Services,  Inc.","22.4","22.4","112.0","67.2","7","(Small or Medium Publisher)","small/medium","4.85","16.0","41780","7"
"nonfiction","Amazon Digital Services,  Inc.","16.786","16.786","83.93","50.358","7","(Small or Medium Publisher)","small/medium","4.88","11.99","41782","26"
