"State","Year","Population.12-17","Population.18-25","Population.26+","Totals.Alcohol.Use Disorder Past Year.12-17","Totals.Alcohol.Use Disorder Past Year.18-25","Totals.Alcohol.Use Disorder Past Year.26+","Rates.Alcohol.Use Disorder Past Year.12-17","Rates.Alcohol.Use Disorder Past Year.18-25","Rates.Alcohol.Use Disorder Past Year.26+","Totals.Alcohol.Use Past Month.12-17","Totals.Alcohol.Use Past Month.18-25","Totals.Alcohol.Use Past Month.26+","Rates.Alcohol.Use Past Month.12-17","Rates.Alcohol.Use Past Month.18-25","Rates.Alcohol.Use Past Month.26+","Totals.Tobacco.Cigarette Past Month.12-17","Totals.Tobacco.Cigarette Past Month.18-25","Totals.Tobacco.Cigarette Past Month.26+","Rates.Tobacco.Cigarette Past Month.12-17","Rates.Tobacco.Cigarette Past Month.18-25","Rates.Tobacco.Cigarette Past Month.26+","Totals.Illicit Drugs.Cocaine Used Past Year.12-17","Totals.Illicit Drugs.Cocaine Used Past Year.18-25","Totals.Illicit Drugs.Cocaine Used Past Year.26+","Rates.Illicit Drugs.Cocaine Used Past Year.12-17","Rates.Illicit Drugs.Cocaine Used Past Year.18-25","Rates.Illicit Drugs.Cocaine Used Past Year.26+","Totals.Marijuana.New Users.12-17","Totals.Marijuana.New Users.18-25","Totals.Marijuana.New Users.26+","Rates.Marijuana.New Users.12-17","Rates.Marijuana.New Users.18-25","Rates.Marijuana.New Users.26+","Totals.Marijuana.Used Past Month.12-17","Totals.Marijuana.Used Past Month.18-25","Totals.Marijuana.Used Past Month.26+","Rates.Marijuana.Used Past Month.12-17","Rates.Marijuana.Used Past Month.18-25","Rates.Marijuana.Used Past Month.26+","Totals.Marijuana.Used Past Year.12-17","Totals.Marijuana.Used Past Year.18-25","Totals.Marijuana.Used Past Year.26+","Rates.Marijuana.Used Past Year.12-17","Rates.Marijuana.Used Past Year.18-25","Rates.Marijuana.Used Past Year.26+","Totals.Tobacco.Use Past Month.12-17","Totals.Tobacco.Use Past Month.18-25","Totals.Tobacco.Use Past Month.26+","Rates.Tobacco.Use Past Month.12-17","Rates.Tobacco.Use Past Month.18-25","Rates.Tobacco.Use Past Month.26+"
"Kansas","2011","236049","321178","1772671","8","42","93","0.035806","0.131536","0.052622","28","193","962","0.116912","0.601369","0.542482","18","109","424","0.0772","0.339312","0.239218","2","12","18","0.007413","0.036562","0.009959","12","13","2","0.050761","0.067218","0.001459","13","36","45","0.054686","0.113433","0.025518","27","77","91","0.116185","0.239753","0.051248","25","141","524","0.104637","0.437987","0.295814"
"Kentucky","2011","339685","459703","2803041","11","55","126","0.033091","0.118951","0.045071","37","258","1308","0.108785","0.560747","0.466662","39","208","921","0.116043","0.452157","0.328476","3","17","31","0.007773","0.038018","0.011068","17","13","2","0.054288","0.057901","0.001482","21","80","102","0.060605","0.173521","0.036452","40","122","179","0.117438","0.266211","0.063977","49","249","1086","0.144989","0.540731","0.38761"
"Louisiana","2011","367339","524049","2841017","12","73","162","0.031811","0.139993","0.056921","49","310","1493","0.133268","0.590678","0.525687","30","187","810","0.080444","0.357119","0.284954","2","18","40","0.006317","0.033836","0.014231","15","19","3","0.043358","0.061816","0.001559","18","68","86","0.050068","0.130044","0.030154","39","129","198","0.106734","0.246864","0.069683","37","217","977","0.09963","0.413246","0.343869"
"Maine","2011","96430","129601","918180","3","20","50","0.033204","0.153098","0.054436","12","81","525","0.124431","0.628248","0.571782","8","48","228","0.08412","0.367966","0.247777","1","7","12","0.007856","0.055185","0.013227","5","5","1","0.067226","0.084177","0.002231","9","29","58","0.089427","0.226617","0.062943","15","47","101","0.155685","0.36141","0.110285","10","57","259","0.100917","0.440435","0.281754"
"Maryland","2011","459636","628350","3789736","15","84","198","0.032002","0.133361","0.052333","67","415","2356","0.146656","0.660849","0.621615","26","190","715","0.056946","0.302607","0.188736","3","22","41","0.005697","0.034556","0.010812","25","23","5","0.060969","0.077133","0.002015","35","110","139","0.075391","0.175341","0.036595","64","209","239","0.139811","0.332483","0.063067","35","228","878","0.07533","0.36292","0.231708"
"Massachusetts","2011","494412","768767","4368462","20","125","300","0.040584","0.162882","0.068631","77","533","2969","0.155889","0.692767","0.679585","36","218","791","0.073776","0.283283","0.181043","5","42","57","0.009327","0.054796","0.013118","31","40","6","0.076635","0.110912","0.002827","52","198","277","0.105807","0.257718","0.063379","88","311","468","0.178117","0.405083","0.107184","54","263","1024","0.109233","0.342166","0.234317"
"Michigan","2011","814217","1098296","6392662","31","153","398","0.037845","0.139662","0.062283","109","684","3670","0.133547","0.623001","0.574166","66","405","1680","0.081419","0.369122","0.262873","6","39","67","0.007859","0.035661","0.010405","45","46","6","0.064592","0.084179","0.002045","72","243","423","0.088938","0.221251","0.066092","122","378","652","0.149998","0.344069","0.10197","88","487","1981","0.107721","0.443018","0.309914"
"Minnesota","2011","424745","570686","3457060","16","94","218","0.037852","0.165174","0.063119","56","367","2185","0.131036","0.642369","0.63191","38","212","729","0.088747","0.371332","0.210962","3","21","36","0.006263","0.036269","0.010334","22","21","4","0.056205","0.080593","0.002065","31","100","150","0.072741","0.175796","0.043253","58","193","276","0.136442","0.337736","0.079931","45","251","899","0.105591","0.440415","0.260071"
"Mississippi","2011","248417","335677","1830270","8","38","80","0.031438","0.114025","0.043541","32","182","780","0.130056","0.540978","0.426202","22","130","555","0.08883","0.388045","0.302993","2","8","23","0.007122","0.024229","0.012372","11","11","2","0.04709","0.058159","0.001278","16","53","71","0.063181","0.158616","0.038803","28","83","113","0.111095","0.248199","0.061991","32","156","670","0.128571","0.464592","0.366022"
"Missouri","2011","475157","654561","3846810","17","89","202","0.035962","0.135288","0.052438","61","396","2075","0.128307","0.605708","0.539419","45","235","994","0.09373","0.359647","0.258372","3","22","37","0.007064","0.03391","0.009657","25","24","4","0.059242","0.062801","0.001499","35","114","147","0.072789","0.174071","0.038303","63","187","261","0.133153","0.285499","0.067928","58","291","1232","0.122839","0.443919","0.320163"
"Montana","2011","74042","107193","657558","4","20","45","0.048862","0.184631","0.06905","11","74","419","0.154857","0.690612","0.637901","8","43","154","0.110461","0.400991","0.234709","1","6","6","0.011141","0.055077","0.009827","5","5","1","0.083974","0.099672","0.002073","7","28","52","0.095551","0.265111","0.079432","14","41","80","0.188608","0.382153","0.121016","11","53","195","0.154722","0.496819","0.296814"
"Nebraska","2011","147027","205521","1153600","6","33","69","0.038852","0.159078","0.060195","17","131","661","0.11452","0.635498","0.57333","11","67","255","0.076218","0.325072","0.220986","1","9","12","0.007936","0.043308","0.009969","7","8","1","0.052071","0.069503","0.001514","10","30","43","0.065293","0.148266","0.0374","18","53","68","0.122016","0.259822","0.058689","14","83","301","0.098398","0.401484","0.261303"
"Nevada","2011","219786","282581","1757473","9","47","141","0.040466","0.165558","0.08017","30","168","996","0.136058","0.594695","0.566595","15","100","415","0.070044","0.353627","0.235868","2","12","17","0.00916","0.04359","0.009658","13","12","2","0.070525","0.090902","0.002187","19","57","113","0.087663","0.200119","0.064351","37","90","199","0.16901","0.319867","0.113007","20","112","478","0.091046","0.395966","0.272032"
"New Hampshire","2011","102838","138951","888797","4","24","49","0.040906","0.16978","0.055022","15","102","594","0.143863","0.736177","0.668155","9","49","172","0.086869","0.3502","0.193716","1","10","11","0.008445","0.07266","0.012593","7","7","1","0.0787","0.115815","0.002612","10","37","48","0.096056","0.263713","0.054067","18","59","88","0.178524","0.423596","0.098828","11","60","225","0.10926","0.428602","0.252592"
"New Jersey","2011","710612","876279","5826415","28","139","331","0.039519","0.158244","0.056785","124","556","3499","0.17472","0.634005","0.600476","48","287","1144","0.06735","0.32781","0.19642","5","47","86","0.007323","0.053149","0.014828","39","37","7","0.059936","0.080175","0.001828","49","169","231","0.068503","0.192595","0.039585","94","296","380","0.132091","0.337842","0.065202","62","323","1345","0.087146","0.368082","0.230764"
"New Mexico","2011","169342","226502","1303353","8","35","82","0.045102","0.152873","0.062532","21","126","649","0.126877","0.556993","0.498204","14","79","283","0.085447","0.350677","0.217498","2","13","20","0.012706","0.057205","0.0154","11","8","1","0.089347","0.078908","0.002433","17","48","90","0.098174","0.213495","0.069354","33","75","138","0.192191","0.329849","0.105944","19","97","327","0.113115","0.429796","0.250664"
"New York","2011","1474700","2242476","12760358","53","292","735","0.036089","0.1303","0.05762","244","1461","7438","0.165572","0.651676","0.582908","85","692","2601","0.057577","0.308618","0.203798","11","126","211","0.007465","0.056244","0.016505","74","91","18","0.056847","0.079295","0.002414","116","479","763","0.078636","0.213476","0.059805","204","782","1239","0.138592","0.348735","0.097117","117","797","3060","0.079541","0.355343","0.239825"
"North Carolina","2011","757390","1024771","6176978","24","118","245","0.031914","0.11546","0.039676","95","619","3071","0.124789","0.603999","0.497205","56","349","1481","0.073541","0.340636","0.239796","6","44","75","0.008432","0.042943","0.012158","39","35","5","0.05555","0.067393","0.001331","58","198","262","0.076909","0.192801","0.042425","104","316","405","0.137254","0.308331","0.06557","71","405","1755","0.093369","0.395465","0.284125"
"North Dakota","2011","48873","91747","430829","2","18","30","0.037233","0.197047","0.069129","6","65","266","0.127788","0.710172","0.618183","4","33","105","0.089213","0.360332","0.242923","0","3","4","0.006941","0.034994","0.008149","2","3","0","0.045192","0.068158","0.001577","3","13","13","0.060163","0.144436","0.030719","6","25","25","0.112622","0.272498","0.057336","6","41","123","0.113005","0.452024","0.28617"
"Ohio","2011","929629","1230773","7466946","31","175","453","0.03292","0.142287","0.060727","127","777","4143","0.136167","0.631127","0.554779","80","465","2076","0.086226","0.37803","0.278052","6","46","95","0.005956","0.037669","0.012756","52","49","7","0.063093","0.079385","0.001805","70","237","402","0.075317","0.192217","0.053882","131","393","697","0.141038","0.319002","0.093329","108","568","2424","0.115669","0.461789","0.324642"
"Oklahoma","2011","304074","423379","2358834","11","63","178","0.035084","0.149738","0.075309","32","238","1156","0.106771","0.562341","0.490071","26","163","739","0.083897","0.38463","0.313387","2","14","23","0.007108","0.033168","0.009954","15","14","2","0.056329","0.058127","0.001598","19","60","107","0.063675","0.1414","0.045468","38","108","176","0.123428","0.254704","0.07472","38","198","848","0.123346","0.468287","0.359398"
"Oregon","2011","291972","409608","2575672","10","66","171","0.034791","0.159957","0.06639","36","254","1646","0.125001","0.619868","0.638882","20","132","549","0.068439","0.32184","0.212983","3","28","33","0.010511","0.067691","0.012848","15","18","3","0.065338","0.097673","0.002718","29","106","264","0.098649","0.258063","0.102506","49","155","368","0.167408","0.379053","0.143027","26","160","677","0.089134","0.390392","0.262887"
"Pennsylvania","2011","964004","1405623","8405726","38","201","468","0.039322","0.143038","0.055713","130","904","4944","0.134496","0.642825","0.588176","85","500","2029","0.088285","0.355845","0.241373","6","58","123","0.006109","0.041516","0.014644","46","61","8","0.054267","0.08308","0.001742","66","247","353","0.068702","0.175439","0.041975","124","449","624","0.129042","0.319281","0.074291","110","608","2515","0.113969","0.432307","0.299195"
"Rhode Island","2011","77839","132549","684237","3","25","51","0.038733","0.192164","0.075066","12","97","457","0.157417","0.734588","0.668024","6","44","144","0.077173","0.333298","0.210476","1","9","14","0.007986","0.068236","0.020163","5","6","1","0.086093","0.10944","0.002613","10","40","67","0.124411","0.301577","0.097447","16","61","98","0.201078","0.460349","0.142628","8","54","190","0.099749","0.404949","0.276988"
"South Carolina","2011","357301","513846","3005444","13","68","154","0.035926","0.132633","0.051395","44","311","1596","0.121751","0.605351","0.530894","34","193","861","0.093985","0.37565","0.286468","2","19","45","0.00622","0.036405","0.014888","20","17","3","0.063509","0.064147","0.001512","26","99","155","0.072413","0.192365","0.051518","49","158","240","0.138219","0.306691","0.079734","44","225","1019","0.121793","0.438643","0.338998"
"South Dakota","2011","64463","91190","516437","3","16","40","0.043136","0.176876","0.076577","9","62","314","0.141293","0.678202","0.60792","6","36","130","0.093028","0.390071","0.252386","0","3","4","0.006622","0.028309","0.007024","3","3","0","0.050978","0.063066","0.001532","4","13","22","0.06444","0.139457","0.042843","8","24","36","0.116605","0.259228","0.070588","8","44","162","0.124024","0.482302","0.312912"
"Tennessee","2011","504106","683640","4150263","17","84","209","0.032816","0.122237","0.050363","51","340","1699","0.101693","0.497397","0.409303","44","238","1171","0.087009","0.348367","0.28225","4","24","46","0.007634","0.035484","0.011113","25","22","4","0.052341","0.058729","0.00139","30","101","158","0.059182","0.147022","0.038117","56","170","250","0.111344","0.24805","0.060251","58","294","1398","0.114729","0.42993","0.336828"
"Texas","2011","2265694","2919940","15484139","80","414","852","0.035108","0.141769","0.054992","270","1652","8040","0.119092","0.565653","0.519248","135","905","3181","0.059601","0.309975","0.205446","25","123","139","0.011205","0.042225","0.00897","108","114","14","0.052623","0.068939","0.001473","143","402","511","0.063221","0.137608","0.032984","279","720","930","0.123321","0.246441","0.060075","183","1043","3826","0.080895","0.357214","0.247106"
"Utah","2011","268417","363323","1563689","7","39","59","0.02704","0.106257","0.037693","20","121","509","0.075034","0.334248","0.325211","15","84","253","0.056351","0.23198","0.161766","2","15","20","0.007427","0.041597","0.012842","11","10","1","0.03675","0.042204","0.001063","14","36","47","0.051232","0.098319","0.030353","27","68","74","0.099343","0.186631","0.047495","17","91","308","0.062388","0.251006","0.197049"
"Vermont","2011","45855","72804","422511","2","12","22","0.041699","0.170145","0.052388","8","52","257","0.172473","0.711522","0.608946","4","26","89","0.094612","0.357","0.211231","0","5","6","0.010055","0.071442","0.013365","3","2","0","0.094341","0.091215","0.002863","6","24","39","0.133563","0.33179","0.093389","10","34","60","0.214979","0.469907","0.14319","6","35","113","0.13453","0.475587","0.26732"
"Virginia","2011","618558","885563","5187508","19","123","260","0.030946","0.139457","0.050155","75","562","3052","0.121479","0.635013","0.588362","39","269","1018","0.06269","0.303562","0.196293","4","32","50","0.006352","0.035777","0.009707","33","36","5","0.063886","0.082646","0.00201","41","151","178","0.066097","0.170611","0.034406","85","269","336","0.137305","0.303859","0.064813","54","337","1295","0.086848","0.380512","0.249554"
"Washington","2011","528978","735790","4437371","22","122","296","0.040988","0.166371","0.066789","68","461","2647","0.129225","0.626055","0.596533","41","243","882","0.077283","0.329781","0.198771","4","36","51","0.007846","0.049509","0.011408","29","29","5","0.066267","0.083495","0.002379","50","173","360","0.094486","0.234442","0.081069","87","267","524","0.164904","0.36233","0.118167","50","291","1065","0.094034","0.395792","0.239975"
"West Virginia","2011","131265","189182","1253581","5","28","58","0.035407","0.147162","0.046636","18","106","467","0.134529","0.55986","0.372734","15","79","375","0.111845","0.418709","0.299294","1","9","14","0.010074","0.049408","0.011156","8","7","1","0.067487","0.076737","0.001306","9","33","41","0.06634","0.17545","0.03292","17","56","84","0.131256","0.297335","0.06719","20","97","469","0.15166","0.513797","0.374045"
"Wisconsin","2011","451821","617016","3706797","16","91","234","0.034873","0.147159","0.063122","67","426","2418","0.148316","0.690561","0.652279","37","200","799","0.081674","0.324538","0.215416","3","24","36","0.006471","0.03852","0.009695","22","22","4","0.051987","0.065545","0.00173","35","112","172","0.077821","0.181832","0.046534","56","181","258","0.124444","0.292684","0.06947","44","247","1003","0.096307","0.39991","0.270465"
"Wyoming","2011","42890","63165","364101","2","11","23","0.043706","0.174552","0.064291","6","39","205","0.141133","0.620382","0.563214","4","24","91","0.099508","0.375794","0.249705","0","3","3","0.007951","0.043531","0.008754","2","2","0","0.054178","0.060296","0.001609","3","8","16","0.059995","0.130589","0.043608","6","17","28","0.132123","0.273773","0.077334","6","31","116","0.134391","0.488426","0.318652"
"Alabama","2012","383469","536933","3094837","13","65","170","0.03481","0.120707","0.054973","43","273","1435","0.112061","0.50891","0.46378","24","181","840","0.062492","0.337433","0.271374","2","14","32","0.004637","0.025904","0.010356","18","18","3","0.047793","0.059105","0.001261","18","75","105","0.048132","0.13931","0.034086","40","136","213","0.10361","0.253621","0.068966","34","226","1006","0.08827","0.42176","0.324993"
"Alaska","2012","60264","82442","434523","2","11","29","0.026819","0.132743","0.065755","6","47","253","0.104716","0.56436","0.582109","4","28","100","0.06439","0.33583","0.229147","0","4","5","0.006545","0.044445","0.011633","3","3","1","0.060099","0.083802","0.004996","5","17","46","0.087288","0.210617","0.106027","9","29","75","0.156129","0.357103","0.172408","6","35","133","0.101292","0.419156","0.306958"
