"Year","Country.Name","Country.Code","Country.GDP","Country.Population","Emissions.Production.CH4","Emissions.Production.N2O","Emissions.Production.CO2.Cement","Emissions.Production.CO2.Coal","Emissions.Production.CO2.Gas","Emissions.Production.CO2.Oil","Emissions.Production.CO2.Flaring","Emissions.Production.CO2.Other","Emissions.Production.CO2.Total","Emissions.Global Share.CO2.Cement","Emissions.Global Share.CO2.Coal","Emissions.Global Share.CO2.Gas","Emissions.Global Share.CO2.Oil","Emissions.Global Share.CO2.Flaring","Emissions.Global Share.CO2.Total"
"2000","North Macedonia","MKD","16307994624.0","2034823","2.24","0.7","0.234","8.819","0.125","2.818","0.0","0.0","11.996","0.03","0.1","0.0","0.03","0.0","0.05"
"2001","North Macedonia","MKD","15900560384.0","2042844","2.18","0.62","0.253","9.211","0.165","2.297","0.0","0.0","11.926","0.03","0.1","0.0","0.02","0.0","0.05"
"2002","North Macedonia","MKD","16235362304.0","2048929","2.16","0.58","0.242","7.892","0.172","2.561","0.0","0.0","10.867","0.03","0.08","0.0","0.02","0.0","0.04"
"2003","North Macedonia","MKD","16692704256.0","2053426","2.23","0.57","0.308","8.239","0.15","2.529","0.0","0.0","11.226","0.04","0.08","0.0","0.02","0.0","0.04"
"2004","North Macedonia","MKD","17567377408.0","2057044","2.27","0.61","0.297","8.076","0.136","2.597","0.0","0.0","11.106","0.03","0.07","0.0","0.02","0.0","0.04"
"2005","North Macedonia","MKD","18483240960.0","2060280","2.24","0.6","0.352","8.002","0.143","2.682","0.0","0.0","11.179","0.04","0.07","0.0","0.02","0.0","0.04"
"2006","North Macedonia","MKD","19516264448.0","2063132","2.27","0.59","0.366","7.449","0.154","2.865","0.0","0.0","10.834","0.03","0.06","0.0","0.03","0.0","0.04"
"2007","North Macedonia","MKD","20864536576.0","2065408","2.28","0.59","0.37","5.723","0.194","3.096","0.0","0.0010000000000012221","9.384","0.03","0.04","0.0","0.03","0.0","0.03"
"2008","North Macedonia","MKD","22095099904.0","2067309","2.31","0.57","0.359","5.936","0.224","2.777","0.0","0.0","9.296","0.03","0.04","0.0","0.02","0.0","0.03"
"2009","North Macedonia","MKD","22109681664.0","2069030","2.24","0.55","0.356","5.278","0.147","2.811","0.0","1.7763568394002505e-15","8.592","0.03","0.04","0.0","0.03","0.0","0.03"
"2010","North Macedonia","MKD","22959144960.0","2070737","2.29","0.57","0.315","5.223","0.22","2.743","0.0","0.0","8.5","0.03","0.04","0.0","0.02","0.0","0.03"
"2011","North Macedonia","MKD","23603470336.0","2072483","2.34","0.57","0.359","5.818","0.253","2.766","0.0","0.0009999999999994458","9.197","0.03","0.04","0.0","0.02","0.0","0.03"
"2012","North Macedonia","MKD","23487100928.0","2074274","2.3","0.54","0.249","5.525","0.26","2.7","0.0","0.0009999999999994458","8.735","0.02","0.04","0.0","0.02","0.0","0.02"
"2013","North Macedonia","MKD","24174659584.0","2076065","2.31","0.55","0.282","4.558","0.297","2.634","0.0","0.0","7.771","0.02","0.03","0.0","0.02","0.0","0.02"
"2014","North Macedonia","MKD","25062699008.0","2077780","2.34","0.56","0.256","4.316","0.253","2.634","0.0","0.001000000000000334","7.46","0.02","0.03","0.0","0.02","0.0","0.02"
"2015","North Macedonia","MKD","26042277888.0","2079335","2.39","0.56","0.264","3.748","0.231","2.781","0.0","0.0","7.024","0.02","0.03","0.0","0.02","0.0","0.02"
"2016","North Macedonia","MKD","26681432064.0","2080746","2.41","0.59","0.333","3.437","0.363","2.854","0.0","0.0","6.987","0.02","0.02","0.01","0.02","0.0","0.02"
"2017","North Macedonia","MKD","26969989120.0","2081996","2.45","0.58","0.352","3.814","0.465","2.873","0.0","0.0","7.504","0.02","0.03","0.01","0.02","0.0","0.02"
"2018","North Macedonia","MKD","27703576576.0","2082957","2.44","0.56","0.359","3.404","0.429","2.832","0.0","8.881784197001252e-16","7.024","0.02","0.02","0.01","0.02","0.0","0.02"
"1992","Norway","NOR","141645643776.0","4292685","5.95","4.35","0.653","3.814","7.212","19.985","2.552","0.25200000000000244","34.468","0.12","0.05","0.18","0.22","1.08","0.15"
"1993","Norway","NOR","150160310272.0","4316790","5.96","4.56","0.838","4.195","7.573","20.41","2.712","0.28000000000000114","36.008","0.15","0.05","0.19","0.22","1.16","0.16"
"1994","Norway","NOR","162612346880.0","4341616","6.09","4.65","0.845","4.617","8.179","21.161","2.84","0.27200000000000557","37.914","0.14","0.05","0.2","0.23","1.2","0.17"
"1995","Norway","NOR","174580203520.0","4366996","6.15","4.68","0.875","4.671","8.287","21.627","2.753","0.3089999999999975","38.522","0.14","0.05","0.2","0.23","1.17","0.16"
"1996","Norway","NOR","189004513280.0","4393217","6.24","4.69","0.863","4.66","8.831","23.717","3.132","0.39100000000000534","41.594","0.14","0.05","0.2","0.25","1.32","0.17"
"1997","Norway","NOR","205114343424.0","4420266","6.23","4.67","0.922","4.826","9.373","23.348","2.942","0.34500000000000597","41.756","0.14","0.05","0.21","0.24","1.21","0.17"
"1998","Norway","NOR","216977244160.0","4447485","6.07","4.73","0.9","5.13","8.706","23.729","3.119","0.3009999999999948","41.885","0.14","0.06","0.19","0.24","1.35","0.17"
"1999","Norway","NOR","228162633728.0","4474008","5.91","4.95","0.892","5.015","8.424","24.316","3.72","0.27900000000000347","42.646","0.13","0.06","0.18","0.24","1.66","0.17"
"2000","Norway","NOR","242722144256.0","4499375","5.94","4.72","0.89","4.971","9.956","22.151","3.935","0.2679999999999936","42.171","0.12","0.06","0.21","0.22","1.46","0.17"
"2001","Norway","NOR","255412797440.0","4523139","5.86","4.65","0.853","4.613","11.135","23.086","3.578","0.27199999999999847","43.537","0.11","0.05","0.23","0.22","1.32","0.17"
"2002","Norway","NOR","267060707328.0","4546017","5.76","4.86","0.875","4.041","11.351","23.063","3.032","0.2610000000000028","42.623","0.11","0.04","0.23","0.22","1.06","0.16"
"2003","Norway","NOR","277816606720.0","4570096","5.76","4.71","0.904","3.866","12.013","24.044","2.895","0.28999999999999204","44.012","0.11","0.04","0.24","0.23","1.0","0.16"
"2004","Norway","NOR","297704030208.0","4598210","5.68","4.86","0.716","4.356","12.537","23.752","2.721","0.2749999999999915","44.357","0.08","0.04","0.24","0.22","0.87","0.15"
"2005","Norway","NOR","314925252608.0","4632359","5.52","4.96","0.78","3.905","12.328","23.437","2.675","0.2569999999999979","43.382","0.08","0.03","0.23","0.21","0.81","0.15"
"2006","Norway","NOR","332397084672.0","4672986","5.43","4.62","0.805","3.4","12.34","24.554","2.614","0.25900000000000745","43.972","0.08","0.03","0.22","0.22","0.78","0.14"
"2007","Norway","NOR","352664748032.0","4719403","5.27","4.41","0.869","3.713","12.566","24.421","3.821","0.32399999999999807","45.714","0.08","0.03","0.22","0.22","1.1","0.15"
"2008","Norway","NOR","364919226368.0","4771014","5.2","4.01","0.833","3.854","12.807","23.834","3.094","0.41500000000000625","44.837","0.07","0.03","0.22","0.21","0.85","0.14"
"2009","Norway","NOR","370050662400.0","4826847","5.17","3.44","0.842","2.868","13.574","23.185","2.487","0.3119999999999976","43.268","0.07","0.02","0.24","0.21","0.68","0.14"
"2010","Norway","NOR","383737856000.0","4885878","5.12","3.33","0.754","3.648","13.657","24.55","2.644","0.4440000000000026","45.697","0.06","0.03","0.22","0.22","0.72","0.14"
"2011","Norway","NOR","399382970368.0","4948335","5.01","3.3","0.749","3.785","13.062","24.14","2.647","0.4340000000000046","44.817","0.06","0.03","0.2","0.21","0.75","0.13"
"2012","Norway","NOR","410365034496.0","5013716","4.95","3.29","0.725","3.756","12.866","23.903","2.676","0.4159999999999968","44.342","0.05","0.03","0.2","0.21","0.73","0.13"
"2013","Norway","NOR","414462935040.0","5079460","4.83","3.28","0.731","3.871","12.511","24.435","2.651","0.44000000000000483","44.639","0.05","0.03","0.19","0.21","0.72","0.13"
"2014","Norway","NOR","422415695872.0","5142269","4.75","3.33","0.727","4.088","13.3","24.238","2.264","0.4610000000000056","45.078","0.05","0.03","0.2","0.21","0.59","0.13"
"2015","Norway","NOR","429219184640.0","5199827","4.76","3.35","0.672","3.964","14.079","23.909","2.545","0.44700000000000273","45.616","0.05","0.03","0.21","0.2","0.68","0.13"
"2016","Norway","NOR","433545936896.0","5250950","4.76","3.38","0.684","4.062","13.719","23.483","2.465","0.38700000000000045","44.8","0.05","0.03","0.2","0.2","0.64","0.13"
"2017","Norway","NOR","443618328576.0","5296324","4.72","3.39","0.766","4.204","14.007","22.733","2.302","0.35999999999999943","44.372","0.05","0.03","0.2","0.19","0.54","0.12"
"2018","Norway","NOR","449338998784.0","5337960","4.61","3.36","0.73","4.066","13.799","23.285","2.219","0.36999999999999744","44.469","0.05","0.03","0.19","0.19","0.54","0.12"
"1992","Oman","OMN","23771996160.0","1983272","8.0","0.36","0.399","0.0","6.256","4.043","1.195","0.0","11.893","0.07","0.0","0.16","0.04","0.5","0.05"
"1993","Oman","OMN","26814318592.0","2072106","9.09","0.38","0.408","0.0","7.588","4.085","1.143","0.0009999999999994458","13.225","0.07","0.0","0.19","0.04","0.49","0.06"
"1994","Oman","OMN","29594624000.0","2148416","9.93","0.4","0.486","0.0","8.416","5.276","0.876","0.0","15.054","0.08","0.0","0.2","0.06","0.37","0.07"
"1995","Oman","OMN","32979269632.0","2204267","10.55","0.42","0.473","0.0","6.876","7.678","0.692","0.0","15.719","0.08","0.0","0.16","0.08","0.29","0.07"
"1996","Oman","OMN","36087418880.0","2236652","10.88","0.42","0.503","0.0","6.383","7.273","0.725","1.7763568394002505e-15","14.884","0.08","0.0","0.15","0.08","0.31","0.06"
"1997","Oman","OMN","40761249792.0","2249759","11.44","0.43","0.5","0.0","7.497","5.518","1.733","0.0","15.248","0.08","0.0","0.17","0.06","0.71","0.06"
"1998","Oman","OMN","44532695040.0","2251859","11.1","0.47","0.523","0.0","8.839","5.363","1.575","0.0009999999999976694","16.301","0.08","0.0","0.2","0.05","0.68","0.07"
"1999","Oman","OMN","47475470336.0","2254898","11.51","0.48","0.474","0.0","9.754","7.738","2.59","0.0009999999999976694","20.557","0.07","0.0","0.21","0.08","1.16","0.08"
"2000","Oman","OMN","53667835904.0","2267973","12.62","0.48","0.479","0.0","11.029","8.163","1.865","3.552713678800501e-15","21.536","0.07","0.0","0.23","0.08","0.69","0.09"
"2001","Oman","OMN","59346665472.0","2294959","13.51","0.51","0.519","0.0","12.134","5.251","2.202","0.0009999999999976694","20.107","0.07","0.0","0.25","0.05","0.81","0.08"
"2002","Oman","OMN","62001954816.0","2334860","13.32","0.51","0.631","0.0","15.314","6.226","3.064","0.0","25.235","0.08","0.0","0.31","0.06","1.07","0.1"
"2003","Oman","OMN","63766302720.0","2386164","13.53","0.52","0.909","0.0","16.818","11.12","3.18","0.0009999999999976694","32.028","0.11","0.0","0.33","0.1","1.1","0.12"
"2004","Oman","OMN","68446281728.0","2445524","13.22","0.55","0.933","0.0","15.37","7.504","3.785","0.0","27.592","0.1","0.0","0.29","0.07","1.22","0.1"
"2005","Oman","OMN","74672898048.0","2511254","13.51","0.61","0.936","0.0","18.892","6.87","2.77","0.0","29.467","0.1","0.0","0.35","0.06","0.83","0.1"
"2006","Oman","OMN","84269957120.0","2580753","13.65","0.63","1.275","0.0","20.625","14.029","3.118","0.0","39.047","0.12","0.0","0.37","0.13","0.93","0.13"
"2007","Oman","OMN","94693957632.0","2657162","13.35","0.68","1.405","0.0","21.717","18.148","2.7","0.0","43.97","0.13","0.0","0.38","0.16","0.78","0.14"
"2008","Oman","OMN","110108073984.0","2750956","13.72","0.73","1.429","0.0","28.692","9.289","2.701","0.0","42.11","0.13","0.0","0.49","0.08","0.75","0.13"
"2009","Oman","OMN","124503998464.0","2876186","14.25","0.73","1.438","0.0","28.729","7.709","2.777","0.0009999999999976694","40.654","0.12","0.0","0.5","0.07","0.76","0.13"
"2010","Oman","OMN","137422618624.0","3041435","14.95","0.77","1.613","0.0","34.108","8.706","2.488","7.105427357601002e-15","46.915","0.13","0.0","0.55","0.08","0.68","0.14"
"2011","Oman","OMN","141399490560.0","3251102","15.61","0.82","1.769","0.0","39.114","10.826","1.766","0.0010000000000047748","53.476","0.13","0.0","0.61","0.1","0.5","0.16"
"2012","Oman","OMN","150612361216.0","3498031","16.68","0.86","2.121","0.0","41.637","12.715","2.495","0.0","58.968","0.15","0.0","0.64","0.11","0.68","0.17"
"2013","Oman","OMN","153523863552.0","3764805","17.88","0.97","2.02","0.0","45.632","10.673","2.953","0.0","61.278","0.14","0.0","0.7","0.09","0.8","0.17"
"2014","Oman","OMN","155313733632.0","4027255","17.89","0.99","1.781","0.0","44.965","10.911","3.019","0.0","60.676","0.12","0.0","0.68","0.09","0.79","0.17"
"2015","Oman","OMN","161733820416.0","4267341","18.38","1.03","1.851","0.0","48.251","9.006","2.748","7.105427357601002e-15","61.856","0.13","0.0","0.71","0.08","0.74","0.17"
"2016","Oman","OMN","168786526208.0","4479217","19.37","1.04","1.921","0.0","48.255","6.936","3.199","0.0","60.31","0.13","0.0","0.69","0.06","0.83","0.17"
"2017","Oman","OMN","169370533888.0","4665926","19.0","1.03","1.991","0.0","47.496","13.095","3.323","0.0010000000000047748","65.906","0.13","0.0","0.67","0.11","0.79","0.18"
"2018","Oman","OMN","172358221824.0","4829476","20.19","1.05","2.096","0.0","51.296","4.166","3.059","0.0","60.617","0.13","0.0","0.69","0.03","0.74","0.17"
"1992","Pakistan","PAK","327814348800.0","113911128","75.82","29.74","3.168","8.361","25.515","34.971","0.0","0.0","72.015","0.59","0.1","0.64","0.38","0.0","0.32"
"1993","Pakistan","PAK","338978439168.0","117086680","77.96","30.56","3.379","8.464","26.949","38.384","0.0","0.0","77.176","0.61","0.1","0.66","0.42","0.0","0.34"
"1994","Pakistan","PAK","356454498304.0","120362768","79.14","33.48","3.286","9.208","28.539","42.986","0.0","0.0","84.018","0.55","0.11","0.69","0.47","0.0","0.37"
"1995","Pakistan","PAK","376967626752.0","123776832","81.06","35.82","3.479","8.332","28.11","43.693","0.0","1.4210854715202004e-14","83.614","0.56","0.09","0.67","0.47","0.0","0.36"
"1996","Pakistan","PAK","391435223040.0","127349296","84.74","36.0","3.602","9.357","30.403","50.177","0.0","0.0","93.539","0.56","0.1","0.69","0.52","0.0","0.39"
"1997","Pakistan","PAK","402359549952.0","131057432","86.58","37.14","3.639","8.574","32.218","49.358","0.0","0.0","93.788","0.55","0.1","0.73","0.51","0.0","0.39"
"1998","Pakistan","PAK","419024863232.0","134843232","88.9","37.64","3.595","8.182","32.384","52.58","0.0","0.0","96.741","0.55","0.09","0.72","0.53","0.0","0.4"
"1999","Pakistan","PAK","440333205504.0","138624624","91.82","38.99","3.873","8.592","34.476","52.448","0.0","0.0","99.389","0.57","0.1","0.75","0.52","0.0","0.41"
"2000","Pakistan","PAK","459798544384.0","142343584","93.46","39.91","3.989","8.189","36.369","55.392","1.48","0.0010000000000047748","105.42","0.56","0.09","0.77","0.54","0.55","0.42"
"2001","Pakistan","PAK","477964500992.0","145978400","94.86","40.34","4.414","8.042","37.856","55.088","1.726","0.0","107.126","0.59","0.09","0.79","0.53","0.63","0.42"
"2002","Pakistan","PAK","504824791040.0","149549680","97.46","41.52","4.395","10.08","44.77","53.659","0.0","0.0","112.904","0.56","0.11","0.91","0.52","0.0","0.43"
"2003","Pakistan","PAK","543920422912.0","153093376","102.17","42.69","5.171","13.194","54.912","44.213","0.0","0.000999999999990564","117.491","0.61","0.13","1.08","0.41","0.0","0.43"
"2004","Pakistan","PAK","592025878528.0","156664704","105.41","44.09","5.941","16.906","60.778","46.335","0.0","0.0","129.96","0.66","0.16","1.15","0.42","0.0","0.45"
"2005","Pakistan","PAK","641139081216.0","160304000","108.63","46.38","6.703","16.191","63.497","48.365","0.0","0.0010000000000047748","134.757","0.7","0.14","1.18","0.44","0.0","0.46"
"2006","Pakistan","PAK","685964984320.0","164022624","115.49","47.94","8.063","17.689","63.756","54.218","0.0","0.0","143.726","0.77","0.14","1.16","0.48","0.0","0.47"
"2007","Pakistan","PAK","719251898368.0","167808112","118.86","48.05","9.908","23.109","64.952","57.877","0.0","0.0","155.846","0.88","0.18","1.14","0.51","0.0","0.49"
"2008","Pakistan","PAK","746909335552.0","171648992","123.1","50.1","11.764","18.91","65.754","58.928","0.0","0.0","155.356","1.03","0.14","1.12","0.53","0.0","0.48"
"2009","Pakistan","PAK","774875316224.0","175525616","126.25","54.37","11.412","18.511","66.989","58.309","0.0","0.0","155.221","0.98","0.14","1.16","0.53","0.0","0.49"
"2010","Pakistan","PAK","805483315200.0","179424640","125.46","53.51","11.451","17.426","63.123","62.145","0.0","2.842170943040401e-14","154.145","0.92","0.12","1.02","0.55","0.0","0.46"
"2011","Pakistan","PAK","845085933568.0","183340176","131.57","54.51","11.031","17.166","65.959","60.504","0.0","0.0","154.66","0.82","0.12","1.03","0.53","0.0","0.45"
"2012","Pakistan","PAK","884405436416.0","187280128","134.24","53.14","11.383","14.696","64.179","63.618","0.0","0.0","153.876","0.83","0.1","0.99","0.55","0.0","0.44"
"2013","Pakistan","PAK","931154821120.0","191260800","139.56","56.51","12.028","13.659","63.721","61.042","0.0","0.0010000000000047748","150.451","0.84","0.09","0.97","0.53","0.0","0.43"
"2014","Pakistan","PAK","981580447744.0","195305008","143.4","57.07","12.196","18.844","64.199","61.004","0.0","0.0","156.243","0.82","0.13","0.96","0.52","0.0","0.44"
"2015","Pakistan","PAK","1039812853760.0","199426960","146.05","58.25","12.682","19.276","64.406","72.888","0.0","0.0","169.252","0.88","0.13","0.95","0.61","0.0","0.48"
"2016","Pakistan","PAK","1101753876480.0","203631360","149.35","60.97","14.127","24.662","70.298","97.931","0.0","0.0010000000000047748","207.019","0.96","0.17","1.01","0.82","0.0","0.58"
"2017","Pakistan","PAK","1160950841344.0","207906208","153.18","64.63","14.845","40.978","74.291","103.863","0.0","0.0010000000000047748","233.978","0.99","0.28","1.04","0.86","0.0","0.65"
"2018","Pakistan","PAK","1212090548224.0","212228288","157.68","65.74","15.608","46.881","75.783","100.035","0.0","0.0","238.306","1.0","0.32","1.02","0.82","0.0","0.65"
"1992","Peru","PER","105849397248.0","22966822","17.02","5.83","0.973","1.048","1.268","17.697","0.0","3.552713678800501e-15","20.986","0.18","0.01","0.03","0.19","0.0","0.09"
"1993","Peru","PER","111713009664.0","23408134","17.13","6.03","1.161","1.579","1.334","19.811","0.0","0.0","23.885","0.21","0.02","0.03","0.22","0.0","0.1"
"1994","Peru","PER","125787848704.0","23851404","18.19","6.61","1.471","1.246","1.392","19.65","0.0","3.552713678800501e-15","23.759","0.25","0.01","0.03","0.21","0.0","0.1"
"1995","Peru","PER","135477493760.0","24299168","19.59","7.0","1.751","1.393","0.945","20.58","0.0","0.0","24.669","0.28","0.02","0.02","0.22","0.0","0.11"
"1996","Peru","PER","139625201664.0","24753824","20.7","7.17","1.771","1.315","1.022","20.115","0.0","0.0010000000000012221","24.224","0.28","0.01","0.02","0.21","0.0","0.1"
"1997","Peru","PER","149081309184.0","25210958","21.58","7.31","1.974","1.264","0.788","23.259","0.0","0.0","27.285","0.3","0.01","0.02","0.24","0.0","0.11"
"1998","Peru","PER","148876754944.0","25658070","23.08","7.63","1.987","1.466","1.092","23.065","0.0","0.0","27.609","0.3","0.02","0.02","0.23","0.0","0.11"
"1999","Peru","PER","151520083968.0","26078294","24.85","7.95","1.734","1.411","1.48","24.549","0.0","0.0","29.174","0.25","0.02","0.03","0.24","0.0","0.12"
"2000","Peru","PER","156021178368.0","26459944","25.63","8.2","1.778","1.971","1.396","23.167","1.792","0.0","30.104","0.25","0.02","0.03","0.23","0.66","0.12"
