"County","Population","State","Housing Data.Residing in Group Quarters","Housing Data.Total Housing Units","Vehicle Access.1 Mile","Vehicle Access.1/2 Mile","Vehicle Access.10 Miles","Vehicle Access.20 Miles","Low Access Numbers.Children.1 Mile","Low Access Numbers.Children.1/2 Mile","Low Access Numbers.Children.10 Miles","Low Access Numbers.Children.20 Miles","Low Access Numbers.Low Income People.1 Mile","Low Access Numbers.Low Income People.1/2 Mile","Low Access Numbers.Low Income People.10 Miles","Low Access Numbers.Low Income People.20 Miles","Low Access Numbers.People.1 Mile","Low Access Numbers.People.1/2 Mile","Low Access Numbers.People.10 Miles","Low Access Numbers.People.20 Miles","Low Access Numbers.Seniors.1 Mile","Low Access Numbers.Seniors.1/2 Mile","Low Access Numbers.Seniors.10 Miles","Low Access Numbers.Seniors.20 Miles"
"Cheshire County","77117","New Hampshire","4627.0","30204","829.0","1072.0","6.0","0.0","11516.0","13346.0","142.0","0.0","12324.0","15216.0","167.0","0.0","55925.0","65836.0","778.0","0.0","8721.0","10111.0","119.0","0.0"
"Coos County","33055","New Hampshire","1467.0","14171","525.0","859.0","25.0","2.0","3800.0","5167.0","221.0","11.0","6433.0","9161.0","475.0","28.0","21439.0","27852.0","1560.0","91.0","4037.0","5271.0","337.0","18.0"
"Grafton County","89118","New Hampshire","7001.0","35986","1380.0","1798.0","78.0","0.0","11952.0","14550.0","1317.0","0.0","14568.0","18858.0","1401.0","0.0","61102.0","78807.0","6538.0","0.0","10082.0","12104.0","998.0","0.0"
"Hillsborough County","400721","New Hampshire","7759.0","155466","1991.0","4637.0","0.0","0.0","53316.0","76526.0","0.0","0.0","27269.0","52210.0","0.0","0.0","215303.0","319510.0","0.0","0.0","24078.0","37032.0","0.0","0.0"
"Merrimack County","146445","New Hampshire","6335.0","57069","1654.0","2248.0","0.0","0.0","24361.0","29035.0","1.0","0.0","19120.0","24497.0","3.0","0.0","108322.0","130667.0","16.0","0.0","14444.0","17664.0","1.0","0.0"
"Rockingham County","295223","New Hampshire","2498.0","115033","1721.0","2635.0","0.0","0.0","50563.0","60831.0","0.0","0.0","24497.0","32801.0","0.0","0.0","210053.0","259516.0","0.0","0.0","24695.0","32263.0","0.0","0.0"
"Strafford County","123143","New Hampshire","8421.0","47100","1110.0","1967.0","0.0","0.0","15216.0","21542.0","0.0","0.0","13059.0","20613.0","0.0","0.0","67166.0","95872.0","0.0","0.0","8059.0","11780.0","0.0","0.0"
"Sullivan County","43742","New Hampshire","701.0","18126","527.0","925.0","7.0","0.0","6776.0","8497.0","260.0","0.0","6695.0","9801.0","134.0","0.0","33200.0","40369.0","1221.0","0.0","5679.0","6650.0","219.0","0.0"
"Atlantic County","274549","New Jersey","6046.0","102847","3638.0","7816.0","6.0","0.0","30789.0","46949.0","107.0","0.0","31678.0","57081.0","97.0","0.0","132058.0","201482.0","456.0","0.0","18184.0","28598.0","52.0","0.0"
"Bergen County","905116","New Jersey","10422.0","335730","1301.0","9153.0","0.0","0.0","23920.0","103023.0","0.0","0.0","8693.0","56807.0","0.0","0.0","96782.0","434703.0","0.0","0.0","15677.0","67653.0","0.0","0.0"
"Burlington County","448734","New Jersey","13214.0","166318","2580.0","5477.0","7.0","0.0","49989.0","85060.0","141.0","0.0","31038.0","57980.0","127.0","0.0","212348.0","362182.0","589.0","0.0","28142.0","49239.0","57.0","0.0"
"Camden County","513657","New Jersey","7414.0","190980","2568.0","10941.0","0.0","0.0","25799.0","79960.0","0.0","0.0","23744.0","80855.0","0.0","0.0","108049.0","332844.0","0.0","0.0","13859.0","44448.0","0.0","0.0"
"Cape May County","97265","New Jersey","2628.0","40812","1171.0","2024.0","0.0","0.0","10618.0","14778.0","40.0","0.0","14157.0","19564.0","51.0","0.0","53931.0","76912.0","165.0","0.0","11141.0","16443.0","22.0","0.0"
"Cumberland County","156898","New Jersey","12111.0","51931","1600.0","3114.0","79.0","0.0","16269.0","25540.0","730.0","0.0","24966.0","40255.0","1243.0","0.0","78232.0","115135.0","7682.0","0.0","10383.0","15775.0","542.0","0.0"
"Essex County","783969","New Jersey","23772.0","283712","858.0","9730.0","0.0","0.0","15512.0","62712.0","0.0","0.0","5870.0","44640.0","0.0","0.0","63497.0","256679.0","0.0","0.0","10442.0","36181.0","0.0","0.0"
"Gloucester County","288288","New Jersey","4223.0","104271","2447.0","4526.0","0.0","0.0","38984.0","58309.0","0.0","0.0","23585.0","38363.0","0.0","0.0","153559.0","235993.0","0.0","0.0","18055.0","28777.0","0.0","0.0"
"Hudson County","634266","New Jersey","9378.0","246437","150.0","4385.0","0.0","0.0","782.0","15023.0","0.0","0.0","754.0","19391.0","0.0","0.0","4315.0","70896.0","0.0","0.0","436.0","8350.0","0.0","0.0"
"Hunterdon County","128349","New Jersey","4569.0","47169","928.0","1180.0","0.0","0.0","23613.0","27306.0","0.0","0.0","9237.0","10934.0","0.0","0.0","97529.0","113632.0","0.0","0.0","12112.0","14375.0","0.0","0.0"
"Mercer County","366513","New Jersey","18805.0","133155","1830.0","7071.0","0.0","0.0","24822.0","52415.0","0.0","0.0","14092.0","43556.0","0.0","0.0","114854.0","239429.0","0.0","0.0","14724.0","31964.0","0.0","0.0"
"Middlesex County","809858","New Jersey","23835.0","281186","4497.0","10055.0","0.0","0.0","48950.0","114363.0","0.0","0.0","33093.0","81102.0","0.0","0.0","217947.0","509929.0","0.0","0.0","31406.0","67825.0","0.0","0.0"
"Monmouth County","630380","New Jersey","7670.0","233983","3920.0","9788.0","0.0","0.0","64014.0","112717.0","0.0","0.0","34201.0","71104.0","0.0","0.0","252701.0","467693.0","0.0","0.0","30580.0","63256.0","0.0","0.0"
"Morris County","492276","New Jersey","8866.0","180534","2177.0","4985.0","0.0","0.0","54527.0","91842.0","0.0","0.0","19176.0","39001.0","0.0","0.0","213511.0","371966.0","0.0","0.0","28164.0","52025.0","0.0","0.0"
"Ocean County","576567","New Jersey","7163.0","221111","7152.0","11421.0","0.0","0.0","57472.0","94227.0","0.0","0.0","57956.0","95378.0","0.0","0.0","296355.0","454864.0","0.0","0.0","74057.0","106674.0","0.0","0.0"
"Passaic County","501226","New Jersey","11019.0","166785","1261.0","5881.0","0.0","0.0","20106.0","52947.0","0.0","0.0","10633.0","44320.0","0.0","0.0","91476.0","237330.0","0.0","0.0","13816.0","34207.0","0.0","0.0"
"Salem County","66083","New Jersey","1257.0","25290","1070.0","1485.0","0.0","0.0","9725.0","12895.0","57.0","0.0","11046.0","14858.0","23.0","0.0","42422.0","55755.0","202.0","0.0","6595.0","8353.0","33.0","0.0"
"Somerset County","323444","New Jersey","3970.0","117759","2170.0","3986.0","0.0","0.0","40078.0","63637.0","0.0","0.0","11911.0","25473.0","0.0","0.0","150779.0","249515.0","0.0","0.0","20014.0","32152.0","0.0","0.0"
"Sussex County","149265","New Jersey","1742.0","54752","1195.0","1502.0","0.0","0.0","29968.0","33213.0","0.0","0.0","16603.0","19112.0","0.0","0.0","123662.0","137860.0","0.0","0.0","14333.0","16299.0","0.0","0.0"
"Union County","536499","New Jersey","6804.0","188118","893.0","6427.0","0.0","0.0","14801.0","60681.0","0.0","0.0","5061.0","42716.0","0.0","0.0","58809.0","246829.0","0.0","0.0","9712.0","35158.0","0.0","0.0"
"Warren County","108692","New Jersey","1968.0","41480","1735.0","2387.0","0.0","0.0","18251.0","23114.0","0.0","0.0","14712.0","19308.0","0.0","0.0","78617.0","98828.0","0.0","0.0","11885.0","14242.0","0.0","0.0"
"Bernalillo County","662564","New Mexico","11945.0","266000","1792.0","9112.0","76.0","3.0","41002.0","108179.0","864.0","23.0","47265.0","151430.0","1531.0","51.0","157904.0","427658.0","3693.0","73.0","16272.0","49879.0","303.0","6.0"
"Catron County","3725","New Mexico","106.0","1787","0.0","0.0","0.0","0.0","590.0","590.0","590.0","571.0","1643.0","1643.0","1643.0","1581.0","3725.0","3725.0","3725.0","3586.0","1041.0","1041.0","1041.0","1009.0"
"Chaves County","65645","New Mexico","1784.0","23691","292.0","620.0","67.0","2.0","7679.0","13734.0","1772.0","106.0","13977.0","23735.0","3288.0","122.0","26729.0","48446.0","6220.0","414.0","3341.0","6643.0","719.0","58.0"
"Cibola County","27213","New Mexico","2531.0","8860","436.0","575.0","187.0","111.0","4257.0","5820.0","1507.0","657.0","9769.0","13148.0","3486.0","1749.0","17039.0","23639.0","5666.0","2410.0","2231.0","2937.0","765.0","346.0"
"Colfax County","13750","New Mexico","408.0","6011","338.0","360.0","45.0","45.0","2219.0","2556.0","739.0","637.0","5772.0","6520.0","2013.0","1821.0","11308.0","12727.0","3915.0","3432.0","2362.0","2629.0","792.0","712.0"
"Curry County","48376","New Mexico","1041.0","18015","226.0","454.0","16.0","16.0","6544.0","10188.0","385.0","279.0","8420.0","14833.0","589.0","452.0","22753.0","35651.0","1708.0","1288.0","2444.0","4142.0","315.0","264.0"
"De Baca County","2022","New Mexico","9.0","912","46.0","61.0","16.0","4.0","252.0","328.0","69.0","20.0","561.0","773.0","158.0","43.0","1128.0","1483.0","350.0","95.0","228.0","329.0","69.0","10.0"
"Do_¡¾a Ana County","209233","New Mexico","4581.0","75532","1744.0","3416.0","91.0","1.0","32330.0","46668.0","1704.0","28.0","57335.0","88294.0","3573.0","55.0","116907.0","173037.0","6586.0","123.0","14896.0","21906.0","564.0","16.0"
"Eddy County","53829","New Mexico","995.0","20411","586.0","921.0","51.0","13.0","7682.0","11653.0","692.0","79.0","8730.0","14218.0","903.0","91.0","29428.0","44675.0","2664.0","371.0","4101.0","6344.0","410.0","55.0"
"Grant County","29514","New Mexico","590.0","12586","451.0","618.0","86.0","29.0","4299.0","5422.0","578.0","243.0","8053.0","10699.0","1375.0","466.0","19706.0","24617.0","3758.0","1475.0","4356.0","5333.0","1072.0","367.0"
"Guadalupe County","4687","New Mexico","571.0","1766","12.0","76.0","7.0","7.0","500.0","724.0","319.0","281.0","822.0","1146.0","673.0","622.0","2615.0","3470.0","1335.0","1156.0","394.0","524.0","280.0","227.0"
"Harding County","695","New Mexico","0.0","349","28.0","28.0","28.0","28.0","92.0","92.0","92.0","89.0","335.0","335.0","335.0","329.0","695.0","695.0","695.0","683.0","203.0","203.0","203.0","201.0"
"Hidalgo County","4894","New Mexico","64.0","1936","33.0","75.0","19.0","17.0","571.0","973.0","401.0","345.0","1092.0","1671.0","780.0","680.0","2355.0","3667.0","1685.0","1468.0","400.0","581.0","276.0","240.0"
"Lea County","64727","New Mexico","2057.0","22236","242.0","627.0","9.0","0.0","6656.0","13592.0","513.0","354.0","8113.0","16372.0","755.0","526.0","25069.0","47253.0","1946.0","1339.0","2780.0","5040.0","325.0","213.0"
"Lincoln County","20497","New Mexico","116.0","9219","223.0","260.0","70.0","17.0","2828.0","3408.0","565.0","197.0","5931.0","6973.0","1410.0","347.0","15275.0","18162.0","3087.0","984.0","3434.0","4052.0","725.0","220.0"
"Los Alamos County","17950","New Mexico","94.0","7663","165.0","264.0","0.0","0.0","1733.0","3279.0","0.0","0.0","905.0","1512.0","0.0","0.0","7997.0","14168.0","0.0","0.0","1457.0","2305.0","0.0","0.0"
"Luna County","25095","New Mexico","551.0","9593","462.0","812.0","109.0","63.0","3463.0","5443.0","823.0","594.0","8509.0","12634.0","2241.0","1362.0","13875.0","20765.0","3298.0","2011.0","3098.0","4243.0","723.0","401.0"
"McKinley County","71492","New Mexico","780.0","21968","1885.0","2190.0","1408.0","683.0","18189.0","20349.0","10421.0","4938.0","36186.0","39850.0","22312.0","10569.0","57529.0","64243.0","32961.0","16096.0","5245.0","5938.0","3064.0","1493.0"
"Mora County","4881","New Mexico","8.0","2114","131.0","131.0","131.0","89.0","1042.0","1042.0","1042.0","836.0","2927.0","2927.0","2927.0","2287.0","4881.0","4881.0","4881.0","3895.0","915.0","915.0","915.0","704.0"
"Otero County","63797","New Mexico","2306.0","24464","733.0","1181.0","49.0","28.0","9933.0","13642.0","531.0","122.0","17907.0","24013.0","1364.0","554.0","38149.0","53768.0","3525.0","1122.0","5010.0","7574.0","944.0","340.0"
"Quay County","9041","New Mexico","22.0","4072","21.0","148.0","6.0","4.0","772.0","1528.0","432.0","281.0","1990.0","3956.0","1041.0","632.0","4144.0","7209.0","2310.0","1370.0","1017.0","1572.0","553.0","299.0"
"Rio Arriba County","40246","New Mexico","425.0","15768","741.0","883.0","329.0","86.0","7253.0","8904.0","2141.0","628.0","0.0","0.0","0.0","0.0","30412.0","36459.0","10527.0","3164.0","4429.0","5189.0","1934.0","614.0"
"Roosevelt County","19846","New Mexico","1083.0","7299","184.0","315.0","11.0","6.0","3225.0","4759.0","485.0","170.0","5226.0","8863.0","656.0","289.0","11149.0","17739.0","1781.0","760.0","1342.0","2007.0","311.0","166.0"
"San Juan County","130044","New Mexico","1754.0","44404","1531.0","2001.0","546.0","387.0","25125.0","32378.0","4728.0","2657.0","39445.0","49327.0","9675.0","6233.0","84941.0","111396.0","16416.0","9156.0","8598.0","11788.0","2068.0","1220.0"
"San Miguel County","29393","New Mexico","1310.0","11978","303.0","626.0","146.0","29.0","3803.0","4912.0","2134.0","489.0","8316.0","11626.0","4259.0","1229.0","16869.0","22120.0","9776.0","2556.0","2632.0","3411.0","1586.0","525.0"
"Sandoval County","131561","New Mexico","761.0","47602","779.0","1213.0","313.0","132.0","24127.0","30902.0","4530.0","1475.0","29943.0","37583.0","9271.0","3683.0","88238.0","115946.0","15339.0","5398.0","9633.0","13886.0","1737.0","705.0"
"Santa Fe County","144170","New Mexico","2613.0","61963","520.0","1080.0","6.0","0.0","17499.0","24575.0","350.0","0.0","23955.0","34964.0","757.0","1.0","80681.0","113677.0","2574.0","4.0","11688.0","16761.0","479.0","1.0"
"Sierra County","11988","New Mexico","265.0","5917","85.0","241.0","0.0","0.0","1212.0","1766.0","456.0","58.0","3528.0","5484.0","1090.0","251.0","7334.0","10684.0","2317.0","514.0","2304.0","3328.0","623.0","179.0"
"Socorro County","17866","New Mexico","583.0","7014","315.0","458.0","178.0","123.0","2851.0","3779.0","1446.0","799.0","6086.0","8299.0","3155.0","1783.0","11183.0","15475.0","5447.0","2692.0","1651.0","2174.0","845.0","338.0"
"Taos County","32937","New Mexico","470.0","14806","493.0","619.0","144.0","9.0","5060.0","5813.0","972.0","55.0","10859.0","12510.0","2607.0","213.0","24823.0","28246.0","5004.0","352.0","4153.0","4779.0","967.0","64.0"
"Torrance County","16383","New Mexico","615.0","6264","224.0","232.0","126.0","84.0","3778.0","3903.0","1423.0","754.0","7858.0","8153.0","3546.0","1842.0","15687.0","16211.0","6662.0","3420.0","2229.0","2305.0","1136.0","655.0"
"Union County","4549","New Mexico","662.0","1695","54.0","86.0","40.0","33.0","386.0","564.0","266.0","210.0","957.0","1326.0","501.0","398.0","2304.0","3128.0","1220.0","969.0","336.0","550.0","256.0","217.0"
"Valencia County","76569","New Mexico","1529.0","27500","738.0","876.0","6.0","0.0","15925.0","19025.0","223.0","4.0","27490.0","32261.0","515.0","12.0","60380.0","72045.0","916.0","24.0","7675.0","9170.0","105.0","2.0"
"Albany County","304204","New York","17024.0","126251","3185.0","10501.0","12.0","0.0","24567.0","45957.0","122.0","0.0","20272.0","52292.0","114.0","0.0","117127.0","225310.0","629.0","0.0","17392.0","31711.0","97.0","0.0"
"Allegany County","48946","New York","4584.0","18208","1039.0","1235.0","51.0","0.0","8111.0","9032.0","429.0","0.0","15331.0","16747.0","649.0","0.0","38819.0","42592.0","1899.0","0.0","5556.0","6238.0","318.0","0.0"
"Bronx County","1385108","New York","46710.0","483449","7.0","1803.0","0.0","0.0","231.0","4199.0","0.0","0.0","24.0","5158.0","0.0","0.0","7708.0","33202.0","0.0","0.0","47.0","3674.0","0.0","0.0"
"Broome County","200600","New York","10141.0","82167","1694.0","5897.0","0.0","0.0","16522.0","29455.0","0.0","0.0","20911.0","45201.0","0.0","0.0","82537.0","148057.0","0.0","0.0","12823.0","24818.0","0.0","0.0"
"Cattaraugus County","80317","New York","2679.0","32263","1478.0","2216.0","5.0","0.0","11895.0","14786.0","34.0","0.0","18010.0","23712.0","70.0","0.0","49155.0","62497.0","155.0","0.0","7514.0","9655.0","34.0","0.0"
"Cayuga County","80026","New York","4245.0","31445","712.0","2048.0","0.0","0.0","10373.0","14587.0","6.0","0.0","12110.0","20268.0","6.0","0.0","46757.0","66994.0","25.0","0.0","6933.0","9893.0","5.0","0.0"
"Chautauqua County","134905","New York","6514.0","54244","1905.0","4026.0","44.0","0.0","14960.0","22476.0","430.0","0.0","25083.0","39931.0","465.0","0.0","71995.0","105498.0","1178.0","0.0","11874.0","17539.0","111.0","0.0"
"Chemung County","88830","New York","4916.0","35462","885.0","1843.0","0.0","0.0","9684.0","15231.0","0.0","0.0","11301.0","19729.0","0.0","0.0","45417.0","68848.0","0.0","0.0","7373.0","10879.0","0.0","0.0"
"Chenango County","50477","New York","796.0","20436","758.0","901.0","38.0","0.0","8406.0","9338.0","474.0","0.0","13130.0","14535.0","914.0","0.0","37437.0","41477.0","2050.0","0.0","6140.0","6833.0","312.0","0.0"
"Clinton County","82128","New York","7153.0","31582","1209.0","1860.0","104.0","0.0","11433.0","13328.0","1133.0","0.0","15006.0","18615.0","2114.0","0.0","52161.0","64481.0","5366.0","0.0","6952.0","8429.0","687.0","0.0"
"Columbia County","63096","New York","2136.0","25906","1530.0","1727.0","18.0","0.0","11039.0","12253.0","91.0","0.0","15048.0","16919.0","150.0","0.0","53790.0","59860.0","529.0","0.0","9410.0","10663.0","92.0","0.0"
"Cortland County","49336","New York","3561.0","18671","426.0","648.0","30.0","0.0","6051.0","7380.0","343.0","0.0","6474.0","8375.0","372.0","0.0","24570.0","30762.0","1481.0","0.0","3395.0","4461.0","199.0","0.0"
"Delaware County","47980","New York","2435.0","19898","772.0","1094.0","15.0","0.0","6632.0","7840.0","154.0","0.0","10782.0","13083.0","256.0","0.0","33740.0","39659.0","707.0","0.0","6824.0","8004.0","136.0","0.0"
"Dutchess County","297488","New York","19965.0","107965","2947.0","5575.0","0.0","0.0","40589.0","54359.0","0.0","0.0","32929.0","49367.0","0.0","0.0","183553.0","247055.0","0.0","0.0","24223.0","33730.0","0.0","0.0"
"Erie County","919040","New York","28387.0","383164","9027.0","27884.0","0.0","0.0","65354.0","136279.0","0.0","0.0","70878.0","174992.0","0.0","0.0","293421.0","622302.0","0.0","0.0","45308.0","98477.0","0.0","0.0"
"Essex County","39370","New York","2647.0","16262","886.0","1035.0","27.0","2.0","5765.0","6724.0","193.0","12.0","8449.0","9829.0","258.0","29.0","29827.0","34225.0","1127.0","109.0","5207.0","6023.0","304.0","42.0"
"Franklin County","51599","New York","6400.0","19054","957.0","1342.0","216.0","0.0","7835.0","9341.0","1984.0","0.0","13253.0","15987.0","3288.0","0.0","37512.0","45153.0","8288.0","0.0","4695.0","5893.0","1273.0","0.0"
"Fulton County","55531","New York","1474.0","22554","482.0","909.0","7.0","0.0","6111.0","8500.0","66.0","0.0","9087.0","13153.0","166.0","0.0","29044.0","39754.0","408.0","0.0","4742.0","6715.0","90.0","0.0"
"Genesee County","60079","New York","1908.0","23728","697.0","1057.0","0.0","0.0","8490.0","10036.0","0.0","0.0","8703.0","10735.0","0.0","0.0","38051.0","45996.0","0.0","0.0","5556.0","7207.0","0.0","0.0"
"Greene County","49221","New York","3400.0","19823","1249.0","1582.0","0.0","0.0","8268.0","9111.0","0.0","0.0","12301.0","13995.0","0.0","0.0","43211.0","47335.0","0.0","0.0","7435.0","8132.0","0.0","0.0"
"Hamilton County","4836","New York","80.0","2262","101.0","105.0","69.0","6.0","776.0","785.0","381.0","40.0","1145.0","1164.0","589.0","61.0","4628.0","4737.0","2579.0","258.0","1057.0","1100.0","635.0","64.0"
"Herkimer County","64519","New York","1426.0","26324","810.0","1340.0","21.0","0.0","8323.0","10943.0","492.0","0.0","11384.0","15821.0","772.0","1.0","36818.0","49081.0","2239.0","2.0","5978.0","8081.0","316.0","0.0"
"Jefferson County","116229","New York","6170.0","43451","1353.0","2361.0","29.0","0.0","18005.0","23683.0","611.0","0.0","22852.0","31415.0","703.0","0.0","72038.0","91931.0","2165.0","0.0","7753.0","9828.0","244.0","0.0"
"Kings County","2504700","New York","35609.0","916856","9.0","4198.0","0.0","0.0","84.0","8719.0","0.0","0.0","41.0","9304.0","0.0","0.0","394.0","40861.0","0.0","0.0","47.0","6339.0","0.0","0.0"
"Lewis County","27087","New York","313.0","10514","403.0","467.0","108.0","0.0","5845.0","6339.0","783.0","0.0","7834.0","8745.0","1217.0","0.0","23450.0","25616.0","3676.0","0.0","3361.0","3789.0","636.0","0.0"
"Livingston County","65393","New York","5758.0","24409","1046.0","1629.0","0.0","0.0","9184.0","11801.0","0.0","0.0","13066.0","16771.0","0.0","0.0","47593.0","59219.0","0.0","0.0","5932.0","7849.0","0.0","0.0"
"Madison County","73442","New York","4713.0","27754","1056.0","1381.0","2.0","0.0","12073.0","14400.0","28.0","0.0","15195.0","17993.0","47.0","0.0","55845.0","66593.0","148.0","0.0","7510.0","9129.0","24.0","0.0"
"Monroe County","744344","New York","26283.0","300422","6698.0","20080.0","0.0","0.0","68729.0","125562.0","0.0","0.0","60205.0","147160.0","0.0","0.0","305706.0","564970.0","0.0","0.0","43237.0","79426.0","0.0","0.0"
